seed,dataset,algorithm,fold
44,mfeat-factors,EBM_T,0
43,mfeat-factors,EBM_T,2
43,mfeat-factors,EBM_T,1
43,mfeat-factors,EBM_T,0
42,mfeat-factors,EBM_T,3
43,mfeat-factors,EBM_T,3
42,mfeat-factors,EBM_T,6
43,mfeat-factors,EBM_T,9
43,mfeat-factors,EBM_T,8
42,mfeat-factors,EBM_T,8
42,mfeat-factors,EBM_T,5
42,mfeat-factors,EBM_T,4
43,mfeat-factors,EBM_T,7
42,mfeat-factors,EBM_T,1
44,mfeat-factors,EBM_T,9
44,mfeat-factors,EBM_T,8
42,mfeat-factors,EBM_T,7
44,mfeat-factors,EBM_T,4
42,mfeat-factors,EBM_T,9
44,mfeat-factors,EBM_T,6
43,mfeat-factors,EBM_T,5
44,mfeat-factors,EBM_T,5
44,mfeat-factors,EBM_T,7
43,mfeat-factors,EBM_T,6
44,mfeat-factors,EBM_T,2
42,mfeat-factors,EBM_T,0
44,mfeat-factors,EBM_T,1
44,mfeat-factors,EBM_T,3
43,mfeat-factors,EBM_T,4
42,mfeat-factors,EBM_T,2
44,pendigits,RuleFit_T,1
43,pendigits,RuleFit_T,8
43,pendigits,RuleFit_T,6
44,pendigits,RuleFit_T,3
42,pendigits,RuleFit_T,2
42,pendigits,RuleFit_T,5
42,pendigits,RuleFit_T,4
42,pendigits,RuleFit_T,3
44,pendigits,RuleFit_T,2
44,pendigits,RuleFit_T,9
42,pendigits,RuleFit_T,8
43,pendigits,RuleFit_T,5
43,pendigits,RuleFit_T,4
44,pendigits,RuleFit_T,0
43,pendigits,RuleFit_T,9
43,pendigits,RuleFit_T,7
43,pendigits,RuleFit_T,0
42,pendigits,RuleFit_T,7
44,pendigits,RuleFit_T,7
42,pendigits,RuleFit_T,1
43,pendigits,RuleFit_T,1
44,pendigits,RuleFit_T,8
44,pendigits,RuleFit_T,6
42,pendigits,RuleFit_T,0
44,pendigits,RuleFit_T,5
44,pendigits,RuleFit_T,4
42,pendigits,RuleFit_T,6
42,pendigits,RuleFit_T,9
43,pendigits,RuleFit_T,3
43,pendigits,RuleFit_T,2
42,pendigits,EBM_T,2
42,pendigits,EBM_T,9
44,pendigits,EBM_T,8
44,pendigits,EBM_T,9
43,pendigits,EBM_T,5
42,pendigits,EBM_T,3
44,pendigits,EBM_T,7
42,pendigits,EBM_T,5
42,pendigits,EBM_T,4
44,pendigits,EBM_T,2
43,pendigits,EBM_T,8
44,pendigits,EBM_T,6
42,pendigits,EBM_T,1
43,pendigits,EBM_T,6
44,pendigits,EBM_T,1
43,pendigits,EBM_T,1
43,pendigits,EBM_T,7
44,pendigits,EBM_T,3
44,pendigits,EBM_T,4
44,pendigits,EBM_T,5
42,pendigits,EBM_T,0
43,pendigits,EBM_T,2
43,pendigits,EBM_T,0
43,pendigits,EBM_T,9
44,pendigits,EBM_T,0
43,pendigits,EBM_T,4
42,pendigits,EBM_T,8
42,pendigits,EBM_T,6
43,pendigits,EBM_T,3
42,pendigits,EBM_T,7
44,mfeat-factors,CatBoost_T,9
43,mfeat-factors,CatBoost_T,8
44,mfeat-factors,CatBoost_T,0
44,mfeat-factors,CatBoost_T,1
43,mfeat-factors,CatBoost_T,0
42,mfeat-factors,CatBoost_T,3
43,mfeat-factors,CatBoost_T,3
43,mfeat-factors,CatBoost_T,2
44,mfeat-factors,CatBoost_T,8
42,mfeat-factors,CatBoost_T,6
43,mfeat-factors,CatBoost_T,9
43,mfeat-factors,CatBoost_T,7
43,mfeat-factors,CatBoost_T,6
44,mfeat-factors,CatBoost_T,7
42,mfeat-factors,CatBoost_T,4
44,mfeat-factors,CatBoost_T,5
44,mfeat-factors,CatBoost_T,4
42,mfeat-factors,CatBoost_T,8
42,mfeat-factors,CatBoost_T,9
42,mfeat-factors,CatBoost_T,7
44,mfeat-factors,CatBoost_T,6
42,mfeat-factors,CatBoost_T,5
42,mfeat-factors,CatBoost_T,2
44,mfeat-factors,CatBoost_T,2
44,mfeat-factors,CatBoost_T,3
43,mfeat-factors,CatBoost_T,1
42,mfeat-factors,CatBoost_T,1
42,mfeat-factors,CatBoost_T,0
43,mfeat-factors,CatBoost_T,4
43,mfeat-factors,CatBoost_T,5
43,mfeat-factors,RuleFit_T,6
43,mfeat-factors,RuleFit_T,4
42,mfeat-factors,RuleFit_T,6
43,mfeat-factors,RuleFit_T,9
43,mfeat-factors,RuleFit_T,3
43,mfeat-factors,RuleFit_T,5
44,mfeat-factors,RuleFit_T,2
44,mfeat-factors,RuleFit_T,3
44,mfeat-factors,RuleFit_T,1
44,mfeat-factors,RuleFit_T,6
44,mfeat-factors,RuleFit_T,4
42,mfeat-factors,RuleFit_T,3
44,mfeat-factors,RuleFit_T,5
42,mfeat-factors,RuleFit_T,9
43,mfeat-factors,RuleFit_T,8
42,mfeat-factors,RuleFit_T,7
43,mfeat-factors,RuleFit_T,7
44,mfeat-factors,RuleFit_T,8
42,mfeat-factors,RuleFit_T,2
42,mfeat-factors,RuleFit_T,4
44,mfeat-factors,RuleFit_T,7
42,mfeat-factors,RuleFit_T,0
43,mfeat-factors,RuleFit_T,0
42,mfeat-factors,RuleFit_T,5
42,mfeat-factors,RuleFit_T,1
44,mfeat-factors,RuleFit_T,9
42,mfeat-factors,RuleFit_T,8
44,mfeat-factors,RuleFit_T,0
43,mfeat-factors,RuleFit_T,1
43,mfeat-factors,RuleFit_T,2
42,page-blocks,RuleFit_T,9
44,page-blocks,RuleFit_T,9
43,page-blocks,RuleFit_T,9
43,page-blocks,RuleFit_T,2
43,page-blocks,RuleFit_T,4
42,page-blocks,RuleFit_T,6
44,page-blocks,RuleFit_T,2
42,page-blocks,RuleFit_T,4
44,page-blocks,RuleFit_T,3
42,page-blocks,RuleFit_T,3
42,page-blocks,RuleFit_T,7
42,page-blocks,RuleFit_T,5
43,page-blocks,RuleFit_T,8
44,page-blocks,RuleFit_T,6
43,page-blocks,RuleFit_T,1
44,page-blocks,RuleFit_T,8
44,page-blocks,RuleFit_T,0
42,page-blocks,RuleFit_T,1
43,page-blocks,RuleFit_T,7
43,page-blocks,RuleFit_T,3
44,page-blocks,RuleFit_T,1
42,page-blocks,RuleFit_T,0
43,page-blocks,RuleFit_T,6
42,page-blocks,RuleFit_T,2
43,page-blocks,RuleFit_T,0
43,page-blocks,RuleFit_T,5
44,page-blocks,RuleFit_T,4
44,page-blocks,RuleFit_T,5
44,page-blocks,RuleFit_T,7
42,page-blocks,RuleFit_T,8
43,wine-quality,RuleFit_T,0
42,wine-quality,RuleFit_T,6
42,wine-quality,RuleFit_T,5
43,wine-quality,RuleFit_T,7
43,wine-quality,RuleFit_T,6
43,wine-quality,RuleFit_T,8
43,wine-quality,RuleFit_T,5
44,wine-quality,RuleFit_T,9
43,wine-quality,RuleFit_T,3
43,wine-quality,RuleFit_T,9
43,wine-quality,RuleFit_T,1
44,wine-quality,RuleFit_T,1
44,wine-quality,RuleFit_T,7
44,wine-quality,RuleFit_T,2
44,wine-quality,RuleFit_T,4
44,wine-quality,RuleFit_T,0
42,wine-quality,RuleFit_T,3
42,wine-quality,RuleFit_T,1
42,wine-quality,RuleFit_T,9
42,wine-quality,RuleFit_T,7
42,wine-quality,RuleFit_T,0
44,wine-quality,RuleFit_T,8
42,wine-quality,RuleFit_T,2
42,wine-quality,RuleFit_T,4
43,wine-quality,RuleFit_T,4
43,wine-quality,RuleFit_T,2
44,wine-quality,RuleFit_T,6
44,wine-quality,RuleFit_T,3
42,wine-quality,RuleFit_T,8
44,wine-quality,RuleFit_T,5
43,optdigits,RuleFit_T,3
43,optdigits,RuleFit_T,4
43,optdigits,RuleFit_T,1
43,optdigits,RuleFit_T,2
43,optdigits,RuleFit_T,7
43,optdigits,RuleFit_T,6
43,optdigits,RuleFit_T,8
42,optdigits,RuleFit_T,8
44,optdigits,RuleFit_T,1
43,optdigits,RuleFit_T,9
44,optdigits,RuleFit_T,2
44,optdigits,RuleFit_T,5
44,optdigits,RuleFit_T,7
44,optdigits,RuleFit_T,8
42,optdigits,RuleFit_T,1
42,optdigits,RuleFit_T,0
44,optdigits,RuleFit_T,0
42,optdigits,RuleFit_T,3
42,optdigits,RuleFit_T,9
42,optdigits,RuleFit_T,7
42,optdigits,RuleFit_T,6
43,optdigits,RuleFit_T,0
42,optdigits,RuleFit_T,5
42,optdigits,RuleFit_T,4
42,optdigits,RuleFit_T,2
44,optdigits,RuleFit_T,9
44,optdigits,RuleFit_T,4
44,optdigits,RuleFit_T,3
44,optdigits,RuleFit_T,6
43,optdigits,RuleFit_T,5
44,satimage,RuleFit_T,8
43,satimage,RuleFit_T,1
43,satimage,RuleFit_T,6
43,satimage,RuleFit_T,0
43,satimage,RuleFit_T,3
43,satimage,RuleFit_T,5
44,satimage,RuleFit_T,1
42,satimage,RuleFit_T,7
42,satimage,RuleFit_T,6
44,satimage,RuleFit_T,2
44,satimage,RuleFit_T,9
44,satimage,RuleFit_T,6
42,satimage,RuleFit_T,5
42,satimage,RuleFit_T,0
44,satimage,RuleFit_T,7
42,satimage,RuleFit_T,1
42,satimage,RuleFit_T,8
44,satimage,RuleFit_T,5
44,satimage,RuleFit_T,0
43,satimage,RuleFit_T,9
44,satimage,RuleFit_T,4
44,satimage,RuleFit_T,3
43,satimage,RuleFit_T,8
43,satimage,RuleFit_T,7
43,satimage,RuleFit_T,4
42,satimage,RuleFit_T,4
42,satimage,RuleFit_T,3
42,satimage,RuleFit_T,9
42,satimage,RuleFit_T,2
43,satimage,RuleFit_T,2
44,satimage,EBM_T,7
44,satimage,EBM_T,9
43,satimage,EBM_T,0
44,satimage,EBM_T,5
43,satimage,EBM_T,1
44,satimage,EBM_T,2
42,satimage,EBM_T,5
42,satimage,EBM_T,8
43,satimage,EBM_T,4
43,satimage,EBM_T,9
42,satimage,EBM_T,0
42,satimage,EBM_T,1
43,satimage,EBM_T,3
42,satimage,EBM_T,7
43,satimage,EBM_T,5
43,satimage,EBM_T,2
43,satimage,EBM_T,6
42,satimage,EBM_T,6
44,satimage,EBM_T,6
44,satimage,EBM_T,8
44,satimage,EBM_T,1
44,satimage,EBM_T,4
44,satimage,EBM_T,0
44,satimage,EBM_T,3
43,satimage,EBM_T,8
42,satimage,EBM_T,2
42,satimage,EBM_T,3
42,satimage,EBM_T,9
42,satimage,EBM_T,4
43,satimage,EBM_T,7
43,phoneme,EBM_T,2
43,phoneme,EBM_T,7
44,phoneme,EBM_T,6
42,phoneme,EBM_T,0
42,phoneme,EBM_T,3
42,phoneme,EBM_T,8
43,phoneme,EBM_T,8
44,phoneme,EBM_T,3
44,phoneme,EBM_T,1
43,phoneme,EBM_T,9
44,phoneme,EBM_T,0
44,phoneme,EBM_T,2
43,phoneme,EBM_T,3
44,phoneme,EBM_T,9
43,phoneme,EBM_T,0
42,phoneme,EBM_T,1
42,phoneme,EBM_T,7
44,phoneme,EBM_T,4
44,phoneme,EBM_T,5
42,phoneme,EBM_T,9
43,phoneme,EBM_T,5
44,phoneme,EBM_T,8
43,phoneme,EBM_T,1
42,phoneme,EBM_T,2
43,phoneme,EBM_T,4
42,phoneme,EBM_T,6
44,phoneme,EBM_T,7
42,phoneme,EBM_T,4
42,phoneme,EBM_T,5
43,phoneme,EBM_T,6
43,spambase,EBM_T,9
42,spambase,EBM_T,3
43,spambase,EBM_T,8
43,spambase,EBM_T,5
43,spambase,EBM_T,4
43,spambase,EBM_T,0
43,spambase,EBM_T,3
44,spambase,EBM_T,8
44,spambase,EBM_T,1
44,spambase,EBM_T,0
44,spambase,EBM_T,3
42,spambase,EBM_T,8
44,spambase,EBM_T,4
44,spambase,EBM_T,2
43,spambase,EBM_T,1
44,spambase,EBM_T,5
43,spambase,EBM_T,2
42,spambase,EBM_T,9
42,spambase,EBM_T,7
42,spambase,EBM_T,1
44,spambase,EBM_T,6
44,spambase,EBM_T,9
43,spambase,EBM_T,7
42,spambase,EBM_T,0
43,spambase,EBM_T,6
44,spambase,EBM_T,7
42,spambase,EBM_T,2
42,spambase,EBM_T,4
42,spambase,EBM_T,5
42,spambase,EBM_T,6
43,wdbc,EBM_T,6
44,wdbc,EBM_T,0
43,wdbc,EBM_T,1
44,wdbc,EBM_T,1
44,wdbc,EBM_T,2
43,wdbc,EBM_T,0
43,wdbc,EBM_T,7
43,wdbc,EBM_T,8
44,wdbc,EBM_T,9
43,wdbc,EBM_T,5
42,wdbc,EBM_T,7
42,wdbc,EBM_T,0
43,wdbc,EBM_T,4
42,wdbc,EBM_T,3
44,wdbc,EBM_T,5
44,wdbc,EBM_T,7
44,wdbc,EBM_T,6
43,wdbc,EBM_T,3
42,wdbc,EBM_T,9
44,wdbc,EBM_T,3
44,wdbc,EBM_T,4
42,wdbc,EBM_T,8
43,wdbc,EBM_T,2
44,wdbc,EBM_T,8
43,wdbc,EBM_T,9
42,wdbc,EBM_T,6
42,wdbc,EBM_T,4
42,wdbc,EBM_T,1
42,wdbc,EBM_T,2
42,wdbc,EBM_T,5
44,segment,RuleFit_T,7
44,segment,RuleFit_T,5
43,segment,RuleFit_T,6
44,segment,RuleFit_T,6
43,segment,RuleFit_T,3
43,segment,RuleFit_T,2
43,segment,RuleFit_T,1
42,segment,RuleFit_T,7
43,segment,RuleFit_T,9
42,segment,RuleFit_T,8
43,segment,RuleFit_T,8
42,segment,RuleFit_T,2
42,segment,RuleFit_T,6
42,segment,RuleFit_T,5
43,segment,RuleFit_T,4
44,segment,RuleFit_T,9
43,segment,RuleFit_T,5
43,segment,RuleFit_T,7
42,segment,RuleFit_T,9
42,segment,RuleFit_T,1
44,segment,RuleFit_T,2
44,segment,RuleFit_T,3
44,segment,RuleFit_T,4
44,segment,RuleFit_T,0
42,segment,RuleFit_T,3
42,segment,RuleFit_T,0
44,segment,RuleFit_T,8
44,segment,RuleFit_T,1
43,segment,RuleFit_T,0
42,segment,RuleFit_T,4
43,magic,EBM_T,7
43,magic,EBM_T,6
42,magic,EBM_T,7
42,magic,EBM_T,5
43,magic,EBM_T,1
43,magic,EBM_T,0
43,magic,EBM_T,2
42,magic,EBM_T,0
42,magic,EBM_T,3
43,magic,EBM_T,8
42,magic,EBM_T,9
43,magic,EBM_T,3
43,magic,EBM_T,4
44,magic,EBM_T,4
44,magic,EBM_T,0
44,magic,EBM_T,3
44,magic,EBM_T,5
44,magic,EBM_T,2
44,magic,EBM_T,7
44,magic,EBM_T,9
44,magic,EBM_T,1
43,magic,EBM_T,9
43,magic,EBM_T,5
42,magic,EBM_T,4
42,magic,EBM_T,1
44,magic,EBM_T,8
42,magic,EBM_T,2
44,magic,EBM_T,6
42,magic,EBM_T,8
42,magic,EBM_T,6
44,wine-quality,EBM_T,6
44,wine-quality,EBM_T,7
43,wine-quality,EBM_T,0
43,wine-quality,EBM_T,1
42,wine-quality,EBM_T,3
42,wine-quality,EBM_T,5
44,wine-quality,EBM_T,1
43,wine-quality,EBM_T,4
44,wine-quality,EBM_T,8
43,wine-quality,EBM_T,5
44,wine-quality,EBM_T,9
44,wine-quality,EBM_T,2
44,wine-quality,EBM_T,5
44,wine-quality,EBM_T,0
43,wine-quality,EBM_T,6
43,wine-quality,EBM_T,7
42,wine-quality,EBM_T,0
42,wine-quality,EBM_T,7
42,wine-quality,EBM_T,8
42,wine-quality,EBM_T,6
42,wine-quality,EBM_T,4
42,wine-quality,EBM_T,2
42,wine-quality,EBM_T,1
42,wine-quality,EBM_T,9
44,wine-quality,EBM_T,3
44,wine-quality,EBM_T,4
43,wine-quality,EBM_T,2
43,wine-quality,EBM_T,3
43,wine-quality,EBM_T,9
43,wine-quality,EBM_T,8
43,segment,EBM_T,1
43,segment,EBM_T,2
42,segment,EBM_T,7
43,segment,EBM_T,8
44,segment,EBM_T,4
43,segment,EBM_T,7
43,segment,EBM_T,6
44,segment,EBM_T,9
43,segment,EBM_T,3
44,segment,EBM_T,7
42,segment,EBM_T,4
44,segment,EBM_T,6
43,segment,EBM_T,0
44,segment,EBM_T,8
42,segment,EBM_T,1
42,segment,EBM_T,3
43,segment,EBM_T,9
43,segment,EBM_T,4
42,segment,EBM_T,6
42,segment,EBM_T,5
42,segment,EBM_T,2
42,segment,EBM_T,9
42,segment,EBM_T,8
44,segment,EBM_T,3
42,segment,EBM_T,0
44,segment,EBM_T,0
44,segment,EBM_T,2
44,segment,EBM_T,1
43,segment,EBM_T,5
44,segment,EBM_T,5
44,mfeat-factors,LightGBM_T,0
42,mfeat-factors,LightGBM_T,4
43,mfeat-factors,LightGBM_T,0
42,mfeat-factors,LightGBM_T,3
43,mfeat-factors,LightGBM_T,5
43,mfeat-factors,LightGBM_T,4
43,mfeat-factors,LightGBM_T,2
43,mfeat-factors,LightGBM_T,3
44,mfeat-factors,LightGBM_T,3
44,mfeat-factors,LightGBM_T,5
44,mfeat-factors,LightGBM_T,2
44,mfeat-factors,LightGBM_T,6
44,mfeat-factors,LightGBM_T,4
42,mfeat-factors,LightGBM_T,8
44,mfeat-factors,LightGBM_T,9
44,mfeat-factors,LightGBM_T,7
43,mfeat-factors,LightGBM_T,7
43,mfeat-factors,LightGBM_T,1
42,mfeat-factors,LightGBM_T,2
44,mfeat-factors,LightGBM_T,8
42,mfeat-factors,LightGBM_T,6
42,mfeat-factors,LightGBM_T,5
44,mfeat-factors,LightGBM_T,1
42,mfeat-factors,LightGBM_T,1
42,mfeat-factors,LightGBM_T,7
42,mfeat-factors,LightGBM_T,9
43,mfeat-factors,LightGBM_T,6
42,mfeat-factors,LightGBM_T,0
43,mfeat-factors,LightGBM_T,9
43,mfeat-factors,LightGBM_T,8
43,optdigits,CatBoost_T,3
43,optdigits,CatBoost_T,6
43,optdigits,CatBoost_T,9
44,optdigits,CatBoost_T,6
44,optdigits,CatBoost_T,3
44,optdigits,CatBoost_T,4
44,optdigits,CatBoost_T,7
43,optdigits,CatBoost_T,8
43,optdigits,CatBoost_T,0
43,optdigits,CatBoost_T,7
42,optdigits,CatBoost_T,6
43,optdigits,CatBoost_T,5
42,optdigits,CatBoost_T,9
42,optdigits,CatBoost_T,1
44,optdigits,CatBoost_T,0
44,optdigits,CatBoost_T,1
42,optdigits,CatBoost_T,4
42,optdigits,CatBoost_T,2
42,optdigits,CatBoost_T,7
42,optdigits,CatBoost_T,5
42,optdigits,CatBoost_T,3
44,optdigits,CatBoost_T,5
44,optdigits,CatBoost_T,2
42,optdigits,CatBoost_T,0
43,optdigits,CatBoost_T,4
43,optdigits,CatBoost_T,1
44,optdigits,CatBoost_T,8
44,optdigits,CatBoost_T,9
43,optdigits,CatBoost_T,2
42,optdigits,CatBoost_T,8
44,optdigits,EBM_T,7
44,optdigits,EBM_T,9
44,optdigits,EBM_T,3
43,optdigits,EBM_T,7
43,optdigits,EBM_T,8
42,optdigits,EBM_T,2
44,optdigits,EBM_T,1
42,optdigits,EBM_T,7
42,optdigits,EBM_T,0
42,optdigits,EBM_T,9
42,optdigits,EBM_T,4
42,optdigits,EBM_T,6
42,optdigits,EBM_T,5
42,optdigits,EBM_T,3
43,optdigits,EBM_T,6
43,optdigits,EBM_T,9
43,optdigits,EBM_T,0
44,optdigits,EBM_T,2
44,optdigits,EBM_T,6
43,optdigits,EBM_T,5
42,optdigits,EBM_T,8
43,optdigits,EBM_T,2
43,optdigits,EBM_T,1
44,optdigits,EBM_T,8
43,optdigits,EBM_T,4
43,optdigits,EBM_T,3
44,optdigits,EBM_T,4
44,optdigits,EBM_T,5
42,optdigits,EBM_T,1
44,optdigits,EBM_T,0
42,bank,RuleFit_T,4
43,bank,RuleFit_T,8
44,bank,RuleFit_T,5
44,bank,RuleFit_T,6
42,bank,RuleFit_T,6
42,bank,RuleFit_T,3
42,bank,RuleFit_T,2
43,bank,RuleFit_T,7
42,bank,RuleFit_T,7
44,bank,RuleFit_T,2
42,bank,RuleFit_T,8
42,bank,RuleFit_T,0
43,bank,RuleFit_T,9
43,bank,RuleFit_T,3
43,bank,RuleFit_T,0
44,bank,RuleFit_T,8
44,bank,RuleFit_T,9
44,bank,RuleFit_T,7
43,bank,RuleFit_T,2
43,bank,RuleFit_T,4
43,bank,RuleFit_T,1
43,bank,RuleFit_T,6
42,bank,RuleFit_T,5
44,bank,RuleFit_T,1
44,bank,RuleFit_T,0
42,bank,RuleFit_T,1
44,bank,RuleFit_T,3
44,bank,RuleFit_T,4
43,bank,RuleFit_T,5
42,bank,RuleFit_T,9
44,bank,EBM_T,8
43,bank,EBM_T,4
42,bank,EBM_T,8
44,bank,EBM_T,7
44,bank,EBM_T,9
42,bank,EBM_T,1
43,bank,EBM_T,0
43,bank,EBM_T,3
43,bank,EBM_T,9
43,bank,EBM_T,2
43,bank,EBM_T,1
42,bank,EBM_T,5
42,bank,EBM_T,9
44,bank,EBM_T,2
44,bank,EBM_T,3
44,bank,EBM_T,5
44,bank,EBM_T,4
44,bank,EBM_T,6
44,bank,EBM_T,1
42,bank,EBM_T,7
44,bank,EBM_T,0
43,bank,EBM_T,5
43,bank,EBM_T,8
43,bank,EBM_T,7
42,bank,EBM_T,4
43,bank,EBM_T,6
42,bank,EBM_T,3
42,bank,EBM_T,2
42,bank,EBM_T,6
42,bank,EBM_T,0
43,pendigits,CatBoost_T,0
44,pendigits,CatBoost_T,7
42,pendigits,CatBoost_T,1
44,pendigits,CatBoost_T,6
44,pendigits,CatBoost_T,8
44,pendigits,CatBoost_T,5
44,pendigits,CatBoost_T,4
42,pendigits,CatBoost_T,4
44,pendigits,CatBoost_T,1
44,pendigits,CatBoost_T,2
44,pendigits,CatBoost_T,9
42,pendigits,CatBoost_T,6
42,pendigits,CatBoost_T,8
43,pendigits,CatBoost_T,2
42,pendigits,CatBoost_T,5
42,pendigits,CatBoost_T,2
43,pendigits,CatBoost_T,8
42,pendigits,CatBoost_T,9
43,pendigits,CatBoost_T,9
43,pendigits,CatBoost_T,3
43,pendigits,CatBoost_T,1
43,pendigits,CatBoost_T,6
44,pendigits,CatBoost_T,3
43,pendigits,CatBoost_T,4
43,pendigits,CatBoost_T,5
42,pendigits,CatBoost_T,0
42,pendigits,CatBoost_T,3
42,pendigits,CatBoost_T,7
44,pendigits,CatBoost_T,0
43,pendigits,CatBoost_T,7
44,tic-tac-toe,EBM_T,8
43,tic-tac-toe,EBM_T,7
43,tic-tac-toe,EBM_T,2
43,tic-tac-toe,EBM_T,0
43,tic-tac-toe,EBM_T,5
43,tic-tac-toe,EBM_T,8
42,tic-tac-toe,EBM_T,0
42,tic-tac-toe,EBM_T,8
42,tic-tac-toe,EBM_T,7
43,tic-tac-toe,EBM_T,4
43,tic-tac-toe,EBM_T,9
44,tic-tac-toe,EBM_T,9
43,tic-tac-toe,EBM_T,3
43,tic-tac-toe,EBM_T,1
44,tic-tac-toe,EBM_T,5
44,tic-tac-toe,EBM_T,6
42,tic-tac-toe,EBM_T,5
42,tic-tac-toe,EBM_T,6
42,tic-tac-toe,EBM_T,4
42,tic-tac-toe,EBM_T,3
42,tic-tac-toe,EBM_T,2
42,tic-tac-toe,EBM_T,1
44,tic-tac-toe,EBM_T,7
43,tic-tac-toe,EBM_T,6
44,tic-tac-toe,EBM_T,0
44,tic-tac-toe,EBM_T,4
42,tic-tac-toe,EBM_T,9
44,tic-tac-toe,EBM_T,3
44,tic-tac-toe,EBM_T,1
44,tic-tac-toe,EBM_T,2
43,magic,RuleFit_T,2
43,magic,RuleFit_T,7
44,magic,RuleFit_T,7
43,magic,RuleFit_T,5
43,magic,RuleFit_T,3
42,magic,RuleFit_T,5
43,magic,RuleFit_T,8
43,magic,RuleFit_T,6
43,magic,RuleFit_T,0
42,magic,RuleFit_T,2
42,magic,RuleFit_T,9
44,magic,RuleFit_T,9
42,magic,RuleFit_T,1
44,magic,RuleFit_T,8
43,magic,RuleFit_T,4
43,magic,RuleFit_T,9
42,magic,RuleFit_T,6
42,magic,RuleFit_T,7
44,magic,RuleFit_T,2
44,magic,RuleFit_T,5
44,magic,RuleFit_T,4
44,magic,RuleFit_T,3
44,magic,RuleFit_T,0
44,magic,RuleFit_T,1
42,magic,RuleFit_T,8
44,magic,RuleFit_T,6
42,magic,RuleFit_T,4
42,magic,RuleFit_T,3
43,magic,RuleFit_T,1
42,magic,RuleFit_T,0
43,car,RuleFit_T,6
42,car,RuleFit_T,0
42,car,RuleFit_T,1
42,car,RuleFit_T,2
42,car,RuleFit_T,9
42,car,RuleFit_T,3
42,car,RuleFit_T,8
42,car,RuleFit_T,7
44,car,RuleFit_T,7
44,car,RuleFit_T,5
44,car,RuleFit_T,6
44,car,RuleFit_T,8
43,car,RuleFit_T,0
44,car,RuleFit_T,3
43,car,RuleFit_T,8
42,car,RuleFit_T,6
44,car,RuleFit_T,9
42,car,RuleFit_T,5
42,car,RuleFit_T,4
44,car,RuleFit_T,4
43,car,RuleFit_T,9
44,car,RuleFit_T,2
44,car,RuleFit_T,1
43,car,RuleFit_T,7
43,car,RuleFit_T,2
43,car,RuleFit_T,3
43,car,RuleFit_T,5
43,car,RuleFit_T,4
43,car,RuleFit_T,1
44,car,RuleFit_T,0
43,segment,CatBoost_T,7
44,segment,CatBoost_T,3
44,segment,CatBoost_T,1
44,segment,CatBoost_T,2
44,segment,CatBoost_T,0
43,segment,CatBoost_T,6
44,segment,CatBoost_T,9
44,segment,CatBoost_T,8
44,segment,CatBoost_T,7
44,segment,CatBoost_T,6
43,segment,CatBoost_T,5
43,segment,CatBoost_T,2
43,segment,CatBoost_T,1
43,segment,CatBoost_T,0
43,segment,CatBoost_T,4
44,segment,CatBoost_T,5
42,segment,CatBoost_T,4
44,segment,CatBoost_T,4
42,segment,CatBoost_T,5
42,segment,CatBoost_T,7
42,segment,CatBoost_T,6
42,segment,CatBoost_T,9
42,segment,CatBoost_T,2
42,segment,CatBoost_T,8
42,segment,CatBoost_T,1
43,segment,CatBoost_T,3
43,segment,CatBoost_T,8
42,segment,CatBoost_T,0
42,segment,CatBoost_T,3
43,segment,CatBoost_T,9
42,page-blocks,EBM_T,3
44,page-blocks,EBM_T,1
43,page-blocks,EBM_T,5
42,page-blocks,EBM_T,6
42,page-blocks,EBM_T,4
44,page-blocks,EBM_T,6
44,page-blocks,EBM_T,4
44,page-blocks,EBM_T,3
42,page-blocks,EBM_T,9
42,page-blocks,EBM_T,0
43,page-blocks,EBM_T,2
43,page-blocks,EBM_T,6
42,page-blocks,EBM_T,8
43,page-blocks,EBM_T,4
42,page-blocks,EBM_T,5
43,page-blocks,EBM_T,3
42,page-blocks,EBM_T,7
44,page-blocks,EBM_T,7
43,page-blocks,EBM_T,9
43,page-blocks,EBM_T,8
43,page-blocks,EBM_T,0
43,page-blocks,EBM_T,1
43,page-blocks,EBM_T,7
42,page-blocks,EBM_T,1
44,page-blocks,EBM_T,0
44,page-blocks,EBM_T,2
44,page-blocks,EBM_T,9
44,page-blocks,EBM_T,8
44,page-blocks,EBM_T,5
42,page-blocks,EBM_T,2
42,satimage,CatBoost_T,6
44,satimage,CatBoost_T,6
44,satimage,CatBoost_T,7
44,satimage,CatBoost_T,0
44,satimage,CatBoost_T,3
42,satimage,CatBoost_T,2
44,satimage,CatBoost_T,1
43,satimage,CatBoost_T,0
42,satimage,CatBoost_T,5
44,satimage,CatBoost_T,5
42,satimage,CatBoost_T,8
43,satimage,CatBoost_T,1
44,satimage,CatBoost_T,8
42,satimage,CatBoost_T,7
43,satimage,CatBoost_T,8
43,satimage,CatBoost_T,3
42,satimage,CatBoost_T,1
42,satimage,CatBoost_T,3
43,satimage,CatBoost_T,4
44,satimage,CatBoost_T,9
42,satimage,CatBoost_T,4
44,satimage,CatBoost_T,2
42,satimage,CatBoost_T,9
42,satimage,CatBoost_T,0
43,satimage,CatBoost_T,7
43,satimage,CatBoost_T,6
43,satimage,CatBoost_T,2
43,satimage,CatBoost_T,5
44,satimage,CatBoost_T,4
43,satimage,CatBoost_T,9
