Dataset,Algorithm,AUC_ROC_mean,AUC_ROC_std,AUC_ROC_count,Accuracy_mean,Accuracy_std,Accuracy_count,Precision_mean,Precision_std,Precision_count,Recall_mean,Recall_std,Recall_count,F1_macro_mean,F1_macro_std,F1_macro_count,MCC_mean,MCC_std,MCC_count
balance-scale,MLP,0.9498353988059871,0.04587171100282988,30,0.900878989588667,0.026327620391807728,30,0.6686136122108007,0.14478460625813774,30,0.6693185550082102,0.05033759544281225,30,0.6547936271308793,0.07337490923792628,30,0.826076999251469,0.04802797366248138,30
balance-scale,RandomForest,0.8406146570711,0.028413127920857328,30,0.7871906468680662,0.04225555233520988,30,0.5985389001039106,0.011826354148355691,30,0.5695675971538041,0.031013132340222443,30,0.5829654693638471,0.020822774190365878,30,0.641636967677482,0.06011858483917485,30
balance-scale,RuleFit,0.9166280540154246,0.033846973413444593,30,0.8939068100358423,0.028415520146807753,30,0.5980236973779636,0.018285316403121817,30,0.6466338259441708,0.020736808853700463,30,0.6209813030815166,0.01926611487171973,30,0.8128854064162494,0.05326697653429353,30
balance-scale,SVM_RBF,0.9927680762491801,0.009183708159947793,30,0.838479262672811,0.05470887736924213,30,0.772572331825611,0.03382346164194405,30,0.8630213464696224,0.06188286622006216,30,0.7639337653434839,0.05642248899524235,30,0.7677691271532676,0.06917905585772952,30
balance-scale,TabPFN,0.9995888712961949,0.0009846157289440374,30,0.9903908516811742,0.013024639545719136,30,0.9691137566137566,0.039510036020483245,30,0.9930623973727423,0.009408939377985068,30,0.9788820633557476,0.027919500985971686,30,0.9838045148678108,0.021738929194252226,30
balance-scale,XGBoost,0.9471509489604931,0.021527350714255013,30,0.8874807987711214,0.0323139102836558,30,0.71773529634718,0.09718823650779077,30,0.6909222769567598,0.054552134186666754,30,0.6936816215326604,0.062158293202851274,30,0.801594405104618,0.055817109263832945,30
bank,CBM,0.850299912325238,0.04961810496779955,30,0.8887,0.013903981072166791,30,0.7310941513473963,0.06010996570234754,30,0.7420881636720917,0.05774385614563112,30,0.7347487545458963,0.05687256476881484,30,0.474140120028239,0.10358696838348441,30
bank,CBM_KE,0.9042225112394501,0.02156878985310484,30,0.8992,0.007884511223999836,30,0.7716403878648407,0.024596736219264125,30,0.7134921135807344,0.04306980271006849,30,0.7336466013154941,0.030812440603640096,30,0.4787122690512604,0.053231241970304564,30
bank,CatBoost,0.9277891531667904,0.009633633380275232,30,0.906,0.006700488916798372,30,0.7921371525099319,0.021106351145966245,30,0.717005869664689,0.020858016865920807,30,0.7462999099285362,0.020545744251540776,30,0.503303848910003,0.03964124526968531,30
bank,DT_depth3,0.8227616899682523,0.02260912605325562,30,0.7395999999999999,0.030957813341651777,30,0.6331671126241353,0.01324242646519882,30,0.7789835035900425,0.02214085656591832,30,0.6332478114019379,0.02396002983313938,30,0.3853135623502452,0.032398320655056254,30
bank,DT_depth5,0.8554522095665781,0.01941218075300119,30,0.7928333333333334,0.03984459755127397,30,0.6579540523835438,0.020834636088334784,30,0.792774555593164,0.02161268877013306,30,0.6768385524026599,0.03417961020555763,30,0.42971461213787626,0.04273285092810692,30
bank,EBM,0.9239205152674745,0.010084600826192714,30,0.9052333333333333,0.007137484021762821,30,0.7896745368628832,0.023319780785862124,30,0.7163199693961019,0.02183423955138159,30,0.7448898970008935,0.021264524950060752,30,0.5002672754568684,0.04126659498406963,30
bank,FIGS,0.8675037174608324,0.01533246584432746,30,0.8912666666666667,0.005976582654819153,30,0.757541559196243,0.027741828439761067,30,0.648326011432977,0.04109855547015742,30,0.6765380019751515,0.03852326635373587,30,0.38562272583417667,0.05437327042887219,30
bank,KNN_k5,0.8100331853185125,0.020623227794526473,30,0.8889666666666667,0.006233852704405994,30,0.7420376740820775,0.026260627170877057,30,0.6424464549309415,0.018975120079144703,30,0.6731059816065313,0.02115765233931146,30,0.3709486622499153,0.04131325173923141,30
bank,LightGBM,0.9199303383274257,0.010792828385764485,30,0.9028333333333334,0.006797988208151083,30,0.7806927192781442,0.022161610760778112,30,0.7156588613406796,0.021458909733127456,30,0.7415063146289352,0.020055845370912033,30,0.4916840622725821,0.0391771191006272,30
bank,LogReg,0.9055357814297176,0.012824601334392699,30,0.8427333333333333,0.009555404079704684,30,0.6964329027649626,0.010337735175436498,30,0.8307950862957845,0.016599066431287928,30,0.7300738949571992,0.012548440194981107,30,0.5097467766364912,0.024669654192053584,30
bank,MLP,0.9038391778277658,0.016203271239883563,30,0.8993666666666668,0.00744859780062011,30,0.7727153325127637,0.02214347316225741,30,0.6999281795616733,0.04599431504897787,30,0.7248210377239926,0.03661182425480446,30,0.4643669415215213,0.0630062966473259,30
bank,RandomForest,0.9205661039498303,0.009182713275233404,30,0.8958333333333334,0.0075158835639681475,30,0.7546325944744411,0.016411416040629814,30,0.7712181581561818,0.021842260477272623,30,0.7621943246300672,0.01762980331022201,30,0.5253889569751233,0.03547650751672211,30
