Dataset,Algorithm,AUC_ROC_mean,AUC_ROC_std,AUC_ROC_count,Accuracy_mean,Accuracy_std,Accuracy_count,Precision_mean,Precision_std,Precision_count,Recall_mean,Recall_std,Recall_count,F1_macro_mean,F1_macro_std,F1_macro_count,MCC_mean,MCC_std,MCC_count
bank,RuleFit,0.8941929918659917,0.014191613399312287,30,0.8916333333333333,0.004413797593388531,30,0.7875720390833052,0.02883336863417232,30,0.590909817614557,0.01841842103448783,30,0.6209384047390606,0.025286696458514037,30,0.32225260490402124,0.04447781954466634,30
bank,SVM_RBF,0.8477361524902296,0.017007587150531803,30,0.8260333333333333,0.010410483222191938,30,0.653585418750428,0.014117612113135837,30,0.7309125285589372,0.021827865274850616,30,0.6763885239171419,0.016514912752926214,30,0.3765632681110951,0.03416496912063986,30
bank,TabPFN,0.9377578341199773,0.0074405133181191215,30,0.9087333333333334,0.005362277779871712,30,0.7953733042874117,0.016865256358142344,30,0.7391803545852568,0.01675485648996534,30,0.7626483038243177,0.01517606097918837,30,0.5313149002319822,0.029389891308947397,30
bank,XGBoost,0.9104962853793912,0.011174050577346016,30,0.8985666666666667,0.006532060631374592,30,0.7658363575954389,0.01961929272667411,30,0.7155082766072139,0.021253835942505708,30,0.7362447044290353,0.018878334342735607,30,0.4783029248182327,0.0365501587908822,30
blood,CBM,0.6504815961472308,0.15101960043053136,30,0.7213993993993993,0.11679841631083081,30,0.6122397972904107,0.13321735150379657,30,0.596499828001376,0.11619189655134816,30,0.5877972193895047,0.12179348949039884,30,0.2146057660084688,0.2236221776485233,30
blood,CBM_KE,0.7401693230898598,0.08358845384137621,30,0.7830090090090089,0.036742383084621855,30,0.6881890630296769,0.10671880215751833,30,0.6461013645224172,0.06486594169667997,30,0.6528588786507865,0.07951038900853927,30,0.33326300758950195,0.146345129952138,30
blood,CatBoost,0.7314805259335703,0.06888800299582126,30,0.7874654654654655,0.03893084520743215,30,0.712458361959696,0.09105157343046058,30,0.627485380116959,0.05827549303258767,30,0.6419584406466095,0.07081554168595289,30,0.3264441605323303,0.14013445327585075,30
blood,DT_depth3,0.6994496044031648,0.06916193470003003,30,0.6355675675675676,0.05078045444756796,30,0.613179924683246,0.04202105655310156,30,0.6521729159500057,0.05595809627116411,30,0.5957220074332977,0.048069167568580234,30,0.26240589185102026,0.09665542313985176,30
blood,DT_depth5,0.6992021174941712,0.05709653119661556,30,0.6801261261261261,0.05241427355668572,30,0.6252097075328834,0.041525514477583646,30,0.657754271299163,0.051079709499209355,30,0.6228855910147237,0.04780343110437615,30,0.2808430943853384,0.09112309914227276,30
blood,EBM,0.7433923861942439,0.06812681076886018,30,0.7776456456456456,0.030448481063841053,30,0.7028808045668197,0.1391057906904974,30,0.5766855865153079,0.04901597185715827,30,0.575606390811325,0.07239975622444332,30,0.24363035328324326,0.14935248077159125,30
blood,FIGS,0.7114474639758438,0.07086208298569972,30,0.7865645645645646,0.03975257664976336,30,0.7155210189471827,0.10092212852978664,30,0.6276430455223025,0.05632020019013298,30,0.6417483547557868,0.06831831591144745,30,0.32873606626977,0.14245582359722403,30
blood,KNN_k5,0.6846873447234645,0.07463935641075368,30,0.7740720720720721,0.04184731349626499,30,0.6895459464094663,0.07589548882515618,30,0.6291766999197339,0.05140475681484775,30,0.6410182668752561,0.05929630248446489,30,0.3102149117240085,0.11799761232173656,30
blood,LightGBM,0.6711214310285517,0.07642284413737356,30,0.7308888888888888,0.048400103379015263,30,0.6147098815317875,0.07205652995873668,30,0.5929394564843481,0.05879861290526456,30,0.5973563168138571,0.06436020739814384,30,0.20551543158726193,0.12821618299197154,30
blood,LogReg,0.7528981768145855,0.06544846690938942,30,0.6653933933933934,0.05761506141151314,30,0.6463880729243167,0.044773818384312825,30,0.6981194817108131,0.05907697504632586,30,0.631647993767458,0.055211592042044996,30,0.34057658318685075,0.1027426341742938,30
blood,MLP,0.7239670527080228,0.09599102050894276,30,0.774930930930931,0.022462510085177655,30,0.6437028278867334,0.18476359008582577,30,0.5639777548446279,0.05821167951576804,30,0.5466866409839549,0.09095392281312539,30,0.19678124583801107,0.16207526589300159,30
blood,RandomForest,0.6663570691434468,0.07244824341734549,30,0.6868348348348349,0.0581862599807119,30,0.5977485408098555,0.06075107643297607,30,0.6090471276229791,0.06629922095543063,30,0.5989794648902466,0.06420237932476006,30,0.20623982975677618,0.12653329704274946,30
blood,RuleFit,0.7315904139433551,0.06482889179501634,30,0.7669189189189188,0.021146249865199748,30,0.6441130467748796,0.1748465565378061,30,0.5384416924664602,0.04061746435478536,30,0.5136773563614037,0.06466421009309936,30,0.14839410032780107,0.13972719676058834,30
blood,SVM_RBF,0.7425056377326759,0.06725562091731385,30,0.7175615615615616,0.06505055629304997,30,0.6556956150132061,0.0604487645470214,30,0.6853743836715973,0.06306993880494123,30,0.6573702338612275,0.06430451730973795,30,0.33916627034626,0.1213027471801135,30
blood,TabPFN,0.7563505714176508,0.06804172604687002,30,0.7968168168168168,0.02892413313823589,30,0.7350025749107095,0.07286459244053528,30,0.6336257309941521,0.0488565174176515,30,0.6504331974706502,0.058806604541758484,30,0.3520099832395941,0.11214778487036198,30
blood,XGBoost,0.6532221075564729,0.07597511080099845,30,0.7273333333333334,0.046053554036997964,30,0.6047971752631006,0.07265110827125149,30,0.5848985208118335,0.05862273147102297,30,0.5891623343169194,0.06441971241727666,30,0.18814745157416646,0.12935108646038287,30
car,CBM,0.9979772722562278,0.006726953231779233,30,0.9945971680781468,0.005678684588994923,30,0.9850578304379848,0.019408013234912227,30,0.9889746019530709,0.018723566863056585,30,0.9859246844530418,0.017027922160959195,30,0.9883529937993801,0.012272459542113943,30
car,CBM_KE,0.9995070071445994,0.001627029764108401,30,0.9945971680781468,0.006070919769696691,30,0.9817487174574495,0.025024850478669505,30,0.9845474103249223,0.02305733750321492,30,0.9814367971582729,0.024423132826462055,30,0.9883028037989143,0.013177487949112152,30
car,CatBoost,0.9995399460848198,0.0006566245421371264,30,0.9907335215306717,0.007405703330651858,30,0.9624506120157597,0.03248903402142539,30,0.978988097229724,0.026330637693863984,30,0.9680963129927452,0.030931972564401472,30,0.9800503346616972,0.01579361458305393,30
car,DT_depth3,0.8695017954521537,0.018099145868145414,30,0.6157211990858986,0.02952725493531193,30,0.31850817679324345,0.011886453104248436,30,0.5904105995015085,0.04935817374335947,30,0.3374008322739635,0.02290294869902972,30,0.4036054385581495,0.03164534000179157,30
car,DT_depth5,0.9243753983559951,0.011769319510997921,30,0.730884527490254,0.04043164046428084,30,0.5255406449183827,0.03905327368520256,30,0.746486594213867,0.044063979540884764,30,0.564345044959839,0.047848751997655134,30,0.5362708599884365,0.05668637821117819,30
car,EBM,0.9977034725368559,0.001867404420463614,30,0.9672010126809159,0.018590158971762114,30,0.9694341418192992,0.02588092842416547,30,0.9742057649952387,0.01827021159112418,30,0.9712442021958151,0.021464920669329663,30,0.9289164216823991,0.040298886507259254,30
car,FIGS,0.9805545739727343,0.017744244398428942,30,0.9317157324013084,0.01746508282594942,30,0.847906523640901,0.051292838072297446,30,0.8745546784422383,0.06558144216832085,30,0.8486081971559428,0.05424175164078835,30,0.8602967745709388,0.03373444642942278,30
car,KNN_k5,0.9484426636203515,0.018568059489607415,30,0.8805943899269615,0.01806608214213274,30,0.7513985127062734,0.09899841201928153,30,0.6157245200307401,0.06071382280912025,30,0.6467470663951862,0.06721637721271165,30,0.7337948676811981,0.04162546020502579,30
car,LightGBM,0.9999866605694964,5.065390125276767e-05,30,0.9978771788322803,0.0035582056046182566,30,0.9943338853649466,0.012266477485968333,30,0.9962526973292524,0.009926388518168234,30,0.9951327580132087,0.010230369767070117,30,0.9953915958488917,0.00772225116645537,30
car,LogReg,0.984096077406898,0.004070645675829336,30,0.8881133216830219,0.026555380927911206,30,0.7750090706394983,0.049179945360119874,30,0.9243766334675425,0.02771094304096393,30,0.8310620121853288,0.041608558761363566,30,0.7897570419703251,0.044032176006292216,30
car,MLP,0.9992538613899946,0.0010478192097355113,30,0.9849542949321145,0.009321207530961072,30,0.958192908648143,0.03650115699537276,30,0.9616179341657811,0.031141812225175293,30,0.9574279770884943,0.03269993159025416,30,0.9675319452035959,0.02003731422419223,30
car,RandomForest,0.9972303451599421,0.0017073427404213281,30,0.9639221221490343,0.011155216950592853,30,0.9122414782811027,0.03317703311978432,30,0.9575125100842804,0.027622494309162367,30,0.930881989607339,0.030300081694216625,30,0.9252879654459982,0.022195729193775767,30
car,RuleFit,0.9955227009751197,0.002019239335701856,30,0.9623907783304209,0.015753350868992586,30,0.9249341731307497,0.03500871784962265,30,0.9240639610256836,0.048563033574170376,30,0.9195754319068229,0.039342918404037745,30,0.9194240604977417,0.03349026105460391,30
car,SVM_RBF,0.9997385855978227,0.0003624439159694959,30,0.9482950217323117,0.012843135847876759,30,0.9206691675294116,0.02563203266677166,30,0.9752941702104382,0.011038229834376903,30,0.9442516558601243,0.01856542774951094,30,0.897370289058598,0.022960982594648786,30
car,TabPFN,0.9999954145813367,1.8199960703732075e-05,30,0.998841690191334,0.0023562338404802385,30,0.9960851648351648,0.009986424120606715,30,0.9991411167248487,0.002020008296980249,30,0.9974890061529066,0.006356074455590763,30,0.9974921117529975,0.005101875998701664,30
car,XGBoost,0.999843705256527,0.0003387709206681997,30,0.9949836447551195,0.004742700573502682,30,0.9800426814900499,0.024315518068118186,30,0.9861706010629455,0.021147629260782418,30,0.9820251273946162,0.021889413445821942,30,0.9891267633927397,0.010272647558267917,30
credit-g,CBM,0.7446190476190476,0.07306330234142397,30,0.732,0.05121960831421956,30,0.688027920533933,0.06455006065131404,30,0.6688888888888889,0.05853842280065564,30,0.6687452974323571,0.06270934464465039,30,0.35412403652880803,0.11780143803458806,30
credit-g,CBM_KE,0.7634761904761905,0.049750358101289124,30,0.7453333333333333,0.043210258466961415,30,0.7000779565118643,0.06394929996698612,30,0.660952380952381,0.05499735206415251,30,0.6680209583413476,0.05851832008840547,30,0.3572426728143225,0.11285217928529333,30
credit-g,CatBoost,0.798968253968254,0.04914183934571418,30,0.7733333333333333,0.03187619729552115,30,0.7428432135445618,0.05349945668585573,30,0.6841269841269841,0.039184615565428904,30,0.6982878611748865,0.042714128136232286,30,0.4219420584994674,0.08637017697236764,30
credit-g,DT_depth3,0.6900158730158731,0.04163500712917237,30,0.599,0.03325450449135451,30,0.6361603271741089,0.03602661078353873,30,0.6542063492063492,0.04137031998059091,30,0.5899453727096257,0.03228856094483713,30,0.2897496375296095,0.07698811726867037,30
credit-g,DT_depth5,0.679531746031746,0.05412843011870946,30,0.6359999999999999,0.044458426919290917,30,0.6294098569544343,0.042997604491885486,30,0.6507936507936508,0.05167585343300388,30,0.6144508294846673,0.04488999066731035,30,0.27934803268635033,0.09423118045836479,30
credit-g,EBM,0.7884603174603175,0.051481709963447704,30,0.7586666666666667,0.041749113831878244,30,0.7144169048088244,0.055970249851751495,30,0.6923809523809524,0.04786226883967692,30,0.6994410209648586,0.05013070442968877,30,0.40573014775305466,0.10145271155270721,30
credit-g,FIGS,0.715936507936508,0.041269722327309535,30,0.7163333333333333,0.040555056943347545,30,0.6575109869131878,0.07040649103506759,30,0.6107142857142858,0.04714356205208502,30,0.6157583151229317,0.05432922639112791,30,0.2618819774885974,0.10873147112699039,30
credit-g,KNN_k5,0.7213650793650793,0.053874727388688155,30,0.7453333333333333,0.039977004884561226,30,0.7034749024472668,0.06719247837237116,30,0.6447619047619048,0.0418061236465779,30,0.6560140890555005,0.04789017634003281,30,0.34243151453107534,0.10345566639730235,30
credit-g,LightGBM,0.7748888888888888,0.059063763529110996,30,0.7586666666666667,0.050632777535106074,30,0.7168733652315727,0.07187124460282843,30,0.6853968253968254,0.0559387830080203,30,0.6948081439660584,0.059994217006917275,30,0.40040628957645985,0.12438965074502242,30
credit-g,LogReg,0.7892222222222222,0.050338829012624424,30,0.716,0.043990594606041704,30,0.6878842917395406,0.041874211664619285,30,0.7149206349206348,0.04683230771040218,30,0.6899992551060324,0.045095062044781316,30,0.4018362612907072,0.08826994271486543,30
credit-g,MLP,0.7843015873015874,0.050566341920597724,30,0.7466666666666666,0.04220911270569781,30,0.7050589112095392,0.06287835755383912,30,0.6542857142857144,0.058466471168017016,30,0.6609134495261719,0.06420217697007646,30,0.35226697085361175,0.11307181088169503,30
credit-g,RandomForest,0.7946507936507936,0.04548449589876193,30,0.7553333333333333,0.04629242384826191,30,0.7138477984525877,0.057196670901510004,30,0.7119047619047619,0.04609634408150845,30,0.7107402706310684,0.04989073235089882,30,0.4253263824908039,0.10129391932723353,30
