Seed,Dataset,Algorithm,CV index,Status,Accuracy,AUC_ROC,Precision,Recall,F1_macro,MCC,bp_source,wall_s,chose_default,def_acc,best_acc,n_trials,timeout_hit
42,diabetes,CBM_KE,3,OK,0.4025974025974026,0.397037037037037,0.45204402515723274,0.45481481481481484,0.40168918918918917,-0.09309993778744478,v26 main_pc0,4.9,,,,,
42,diabetes,CBM_KE,4,OK,0.6103896103896104,0.5822222222222222,0.5845021037868162,0.5892592592592593,0.5851293103448276,0.17369623127587158,v26 main_pc0,5.2,,,,,
42,diabetes,CBM_KE,5,OK,0.7012987012987013,0.74,0.673155737704918,0.6251851851851852,0.6289545359312801,0.29445905039898174,v26 main_pc0,10.6,,,,,
42,diabetes,CBM_KE,6,OK,0.7532467532467533,0.7851851851851851,0.7318181818181818,0.7077777777777778,0.7156462585034014,0.43893811257017395,v26 main_pc0,5.3,,,,,
42,diabetes,CBM_KE,7,OK,0.6233766233766234,0.5762962962962963,0.5950354609929078,0.5992592592592593,0.596129499005245,0.1942488039759139,v26 main_pc0,4.6,,,,,
42,diabetes,CBM_KE,8,OK,0.7236842105263158,0.8003846153846154,0.6929824561403508,0.6607692307692308,0.6685358255451713,0.3522819383711917,v26 main_pc0,5.4,,,,,
42,diabetes,CBM_KE,9,OK,0.7368421052631579,0.8042307692307693,0.7098214285714286,0.716923076923077,0.7127739984882842,0.4266854105315057,v26 main_pc0,7.1,,,,,
42,diabetes,CBM,0,OK,0.6623376623376623,0.7107407407407408,0.6219806763285024,0.6122222222222222,0.615,0.233999509108495,v26 main_pc0,14.5,,,,,
42,diabetes,CBM,1,OK,0.6883116883116883,0.7848148148148147,0.6761904761904762,0.6918518518518519,0.6760168302945302,0.3677089562999654,v26 main_pc0,2.1,,,,,
42,diabetes,CBM,2,OK,0.7532467532467533,0.8140740740740741,0.769047619047619,0.792962962962963,0.7505541346973572,0.5615015143499472,v26 main_pc0,3.4,,,,,
42,diabetes,CBM,3,OK,0.7662337662337663,0.8051851851851852,0.7608108108108108,0.7859259259259259,0.759375,0.5461595831717048,v25(p_c=0),4.0,,,,,
42,diabetes,CBM,4,OK,0.7402597402597403,0.797037037037037,0.7422402159244265,0.7659259259259259,0.7348484848484849,0.507613844240676,v26 main_pc0,2.9,,,,,
42,diabetes,CBM,5,OK,0.7012987012987013,0.7762962962962963,0.68125,0.6933333333333334,0.6840321141837645,0.37438839013338365,v26 main_pc0,5.0,,,,,
42,diabetes,CBM,6,OK,0.6493506493506493,0.7074074074074074,0.6337209302325582,0.6448148148148148,0.6335272342675833,0.27831472651293665,v26 main_pc0,8.3,,,,,
42,diabetes,CBM,7,OK,0.7402597402597403,0.8037037037037037,0.7194950911640954,0.7318518518518519,0.7234195402298851,0.4511777625672017,v26 main_pc0,10.2,,,,,
42,diabetes,CBM,8,OK,0.6710526315789473,0.7746153846153847,0.6670131670131669,0.6853846153846154,0.6611378633850544,0.35191857996361886,v26 main_pc0,6.9,,,,,
42,diabetes,CBM,9,OK,0.6842105263157895,0.7934615384615384,0.6842105263157894,0.7046153846153846,0.6761363636363636,0.3882901373576604,v26 main_pc0,7.4,,,,,
42,kr-vs-kp,CBM_KE,0,OK,0.878125,0.9781417557042777,0.878125,0.8788501428515518,0.8780666529882464,0.7569747955268868,v26 main_pc0,26.5,,,,,
42,kr-vs-kp,CBM_KE,1,OK,0.746875,0.7543148996125396,0.8366935483870968,0.7352941176470589,0.7224096385542169,0.5629280997967653,v26 main_pc0,15.6,,,,,
42,kr-vs-kp,CBM_KE,2,OK,0.84375,0.9614105123087159,0.8768472906403941,0.8502994011976048,0.8417471118847919,0.7266619028248826,v26 main_pc0,8.7,,,,,
42,kr-vs-kp,CBM_KE,3,OK,0.878125,0.8629994912136512,0.8847295779168673,0.8752886384094556,0.8768149559277867,0.7599595764309196,v25(p_c=0),49.9,,,,,
42,kr-vs-kp,CBM_KE,4,OK,0.9,0.9456185667879927,0.9003885552808195,0.8992603029235646,0.8996825894431599,0.7996480622587624,v25(p_c=0),66.0,,,,,
42,kr-vs-kp,CBM_KE,5,OK,0.675,0.8371883683613166,0.7976653696498055,0.688622754491018,0.6470837751855779,0.47390489315867323,v26 main_pc0,14.7,,,,,
42,kr-vs-kp,CBM_KE,6,OK,0.9122257053291536,0.9294634415379767,0.9241246727748691,0.9084856602584306,0.9108938547486034,0.8324634454204778,v26 main_pc0,25.9,,,,,
42,kr-vs-kp,CBM_KE,7,OK,0.7711598746081505,0.7656200756381972,0.8479166666666667,0.7598684210526316,0.7523107523107524,0.6013736104105714,v26 main_pc0,21.5,,,,,
42,kr-vs-kp,CBM_KE,8,OK,0.6865203761755486,0.8502994011976048,0.8015873015873016,0.7005988023952096,0.6625624100871625,0.4919270332722754,v26 main_pc0,12.4,,,,,
42,kr-vs-kp,CBM_KE,9,OK,0.8150470219435737,0.8726868257343098,0.8166229012493038,0.8133317584061737,0.8139941690962099,0.629946062453314,v26 main_pc0,19.2,,,,,
42,kr-vs-kp,CBM,0,OK,0.934375,0.9686117960158115,0.937450545972464,0.9327423584204141,0.9339719970523213,0.8701801674513661,v26 main_pc0,30.7,,,,,
42,kr-vs-kp,CBM,1,OK,0.940625,0.9703729795311338,0.9428661616161615,0.9392783061328324,0.9403166750105525,0.8821371714609846,v26 main_pc0,11.3,,,,,
42,kr-vs-kp,CBM,2,OK,0.84375,0.9579664201009745,0.8768472906403941,0.8502994011976048,0.8417471118847919,0.7266619028248826,v26 main_pc0,16.8,,,,,
42,kr-vs-kp,CBM,3,OK,0.878125,0.9192008140581582,0.8847295779168673,0.8752886384094556,0.8768149559277867,0.7599595764309196,v26 main_pc0,45.3,,,,,
42,kr-vs-kp,CBM,4,OK,0.790625,0.8819028609447771,0.8568376068376069,0.7810457516339869,0.776291488851094,0.633364645129323,v26 main_pc0,9.2,,,,,
42,kr-vs-kp,CBM,5,OK,0.75,0.8371883683613166,0.8380566801619433,0.738562091503268,0.7263904920695994,0.5679701001499446,v26 main_pc0,9.9,,,,,
42,kr-vs-kp,CBM,6,OK,0.786833855799373,0.8406082571698708,0.8553191489361702,0.7763157894736843,0.7713550889619698,0.6266746880269394,v26 main_pc0,7.7,,,,,
42,kr-vs-kp,CBM,7,OK,0.7366771159874608,0.8513630633469903,0.8201192082771029,0.724275133942641,0.7110507246376812,0.5358909527654278,v26 main_pc0,29.9,,,,,
42,kr-vs-kp,CBM,8,OK,0.8871473354231975,0.9023203592814372,0.8980284685863874,0.8833517176173968,0.8854349561053472,0.7812423365210406,v26 main_pc0,45.4,,,,,
42,kr-vs-kp,CBM,9,OK,0.7272727272727273,0.815024805102764,0.8280632411067194,0.7156862745098039,0.6975512472619086,0.5320102941782983,v26 main_pc0,9.1,,,,,
42,magic,CBM_KE,0,OK,0.744,0.8025188872646499,0.7205333333333334,0.7268995913063709,0.7232205024412817,0.44738763149092536,v26 main_pc0,97.6,,,,,
42,magic,CBM_KE,1,OK,0.7,0.6970640784200107,0.6729966938312035,0.6210518922383329,0.6238244514106583,0.2894240980930421,v26 main_pc0,199.3,,,,,
42,magic,CBM_KE,2,OK,0.742,0.7067634186278254,0.7252609078335219,0.6808809520673927,0.6904752764127764,0.40370983377912734,v26 main_pc0,85.4,,,,,
42,magic,CBM_KE,3,OK,0.709,0.7215176537210435,0.6793333333333333,0.6476081984556561,0.6539006349912404,0.3253986493910569,v26 main_pc0,73.0,,,,,
42,magic,CBM_KE,4,OK,0.772,0.8600081650929109,0.7576569662862038,0.7785591683896769,0.7614813264985878,0.5358085861891052,v26 main_pc0,67.5,,,,,
42,magic,CBM_KE,5,OK,0.732,0.6993665468241739,0.7146309076713531,0.6653277670226823,0.6739326159850885,0.3767463268532623,v26 main_pc0,66.2,,,,,
42,magic,CBM_KE,6,OK,0.687,0.6582820820108957,0.6678932129192375,0.5855271533237635,0.5740192575958627,0.2396616662160463,v25(p_c=0),213.2,,,,,
42,magic,CBM_KE,7,OK,0.75,0.8026242433022095,0.731722997319563,0.6962014758624928,0.70569399709932,0.4264476242887454,v26 main_pc0,53.9,,,,,
42,magic,CBM_KE,8,OK,0.717,0.7402615384615383,0.7189954679833697,0.6234065934065934,0.6231686060833637,0.3287885927176327,v25(p_c=0),40.8,,,,,
42,magic,CBM_KE,9,OK,0.65,0.6534021978021978,0.6132930513595166,0.6114285714285714,0.6122553885422575,0.22471388800672476,v26 main_pc0,39.1,,,,,
42,magic,CBM,0,OK,0.651,0.7196563637241603,0.6546650870901639,0.6696407798102713,0.6443243232225644,0.32395991099763527,v26 main_pc0,162.0,,,,,
42,magic,CBM,1,OK,0.725,0.7458153898831865,0.6971306400433404,0.6789033314457043,0.6848321759988815,0.3755919500403465,v26 main_pc0,118.3,,,,,
42,magic,CBM,2,OK,0.732,0.7278521854793041,0.7055432993323711,0.68691258521767,0.6931054068414592,0.39201341534382644,v26 main_pc0,59.9,,,,,
42,magic,CBM,3,OK,0.656,0.6684489396353803,0.6174535879837414,0.6120088323478154,0.6139602738188755,0.22939781380928875,v26 main_pc0,32.8,,,,,
42,magic,CBM,4,OK,0.523,0.6935456257490155,0.6110474501285398,0.5978450300484199,0.5204444484658747,0.20847485310825753,v26 main_pc0,46.4,,,,,
42,magic,CBM,5,OK,0.665,0.6991777839235467,0.6378517316017316,0.6431437363640753,0.639697776343739,0.2809456312223384,v26 main_pc0,34.0,,,,,
42,magic,CBM,6,OK,0.727,0.7064561301849437,0.7101757369614512,0.6562430037006308,0.6640045488614923,0.36242786012033257,v26 main_pc0,36.4,,,,,
42,magic,CBM,7,OK,0.639,0.7249153859323352,0.6321524793123356,0.6446977379180769,0.6278622904921392,0.2765658317056568,v26 main_pc0,30.4,,,,,
42,magic,CBM,8,OK,0.721,0.7316087912087912,0.6916691254642444,0.6798901098901099,0.6842887841044495,0.3713724817070009,v26 main_pc0,61.3,,,,,
42,magic,CBM,9,OK,0.674,0.6423868131868131,0.6351390414522751,0.6232967032967033,0.626687920262372,0.2581642755901136,v26 main_pc0,28.0,,,,,
