Seed,Dataset,Algorithm,CV index,Status,Accuracy,AUC_ROC,Precision,Recall,F1_macro,MCC,bp_source,wall_s
42,balance-scale,CBM_KE,0,OK,0.9682539682539683,0.9958755916159566,0.9047619047619048,0.9770114942528737,0.9327485380116959,0.9468641529479986,v25,20.7
42,balance-scale,CBM_KE,1,OK,0.9841269841269841,1.0,0.9444444444444445,0.9885057471264368,0.9638490164805954,0.9729158085985287,v25,21.9
42,balance-scale,CBM_KE,2,OK,0.9682539682539683,0.9910750507099392,0.9047619047619048,0.9770114942528735,0.9325396825396827,0.9472669881727528,v25,25.1
42,balance-scale,CBM_KE,3,OK,0.9365079365079365,0.994050033806626,0.8436781609195402,0.8436781609195402,0.8436781609195402,0.8885941644562334,v25,6.6
42,balance-scale,CBM_KE,4,OK,0.9841269841269841,1.0,0.9444444444444445,0.9885057471264368,0.9638490164805954,0.9729158085985287,v25,7.4
42,balance-scale,CBM_KE,5,OK,0.967741935483871,0.9967781260884708,0.8888888888888888,0.9770114942528737,0.9216374269005847,0.9450415061127537,v25,20.1
42,balance-scale,CBM_KE,6,OK,0.967741935483871,0.9969605386014054,0.9214285714285714,0.9214285714285714,0.9214285714285714,0.9434822242479489,v25,23.0
42,balance-scale,CBM_KE,7,OK,1.0,1.0,1.0,1.0,1.0,1.0,v25,11.8
42,balance-scale,CBM_KE,8,OK,0.9838709677419355,1.0,0.9888888888888889,0.9880952380952381,0.9882896764252697,0.972171937508383,v25,29.7
42,balance-scale,CBM_KE,9,OK,0.9838709677419355,0.9942767053474858,0.9444444444444445,0.9885057471264368,0.9638490164805954,0.9725376779825632,v25,17.6
42,balance-scale,CBM,0,OK,0.9523809523809523,0.9796484110885734,0.8773946360153256,0.9103448275862069,0.8917487030009715,0.9177707830099481,v25,8.2
42,balance-scale,CBM,2,OK,0.9365079365079365,0.9989858012170386,0.8638888888888889,0.9540229885057471,0.8927358475381074,0.897317104659155,v25,19.8
42,balance-scale,CBM,6,OK,0.9516129032258065,0.9276045505921667,0.9659003831417624,0.8547619047619047,0.8934730895034195,0.9148943453500895,v25,13.8
42,balance-scale,CBM,8,OK,0.9838709677419355,0.9993015492508394,0.9888888888888889,0.9880952380952381,0.9882896764252697,0.972171937508383,v25,9.2
42,bank,CBM_KE,1,OK,0.905,0.9096969696969696,0.7880102860816458,0.7121212121212122,0.7418302873836538,0.49434033210740863,v25,35.9
42,bank,CBM_KE,9,OK,0.897,0.8897977604151975,0.7609959726684465,0.716916292932427,0.7359238435130846,0.4758751048816588,v25,208.8
42,bank,CBM,0,OK,0.888,0.9118276515151514,0.7381879543094496,0.7780303030303031,0.7556207233626588,0.5146784204328922,v25,303.8
42,bank,CBM,1,OK,0.884,0.886098484848485,0.7305027108530365,0.772159090909091,0.7485062136309633,0.5009327629047373,v25,269.8
42,bank,CBM,3,OK,0.895,0.8875946969696968,0.7514634124342705,0.7640151515151515,0.7575007332715922,0.515325725864141,v25,281.0
42,bank,CBM,4,OK,0.892,0.7785424834757754,0.7485549809280884,0.7995938284489323,0.7702205882352942,0.5457674901138666,v25,333.6
42,bank,CBM,5,OK,0.893,0.7063812183266108,0.7484848484848485,0.7467116087966228,0.7475932902276142,0.495193282390955,v25,393.0
42,bank,CBM,6,OK,0.904,0.8948278942073544,0.7830256902704176,0.7244614936206621,0.7488252346914213,0.5040966937845034,v25,343.9
42,bank,CBM,7,OK,0.886,0.6607856410835002,0.7337461300309598,0.7534200208727047,0.7429445030711368,0.48676873010233423,v25,437.3
42,bank,CBM,9,OK,0.886,0.810697731268628,0.7302009936032731,0.6999689730065156,0.7134411196911197,0.42910630979246156,v25,332.1
42,blood,CBM_KE,1,OK,0.7066666666666667,0.6267056530214425,0.6090909090909091,0.6169590643274854,0.612312030075188,0.225912997889962,v25,5.4
42,blood,CBM_KE,2,OK,0.72,0.5852826510721247,0.5874689826302729,0.5687134502923976,0.573055028462998,0.15505219237523674,v25,7.0
42,blood,CBM_KE,5,OK,0.72,0.6798245614035088,0.6000000000000001,0.587719298245614,0.592074592074592,0.18731716231633877,v25,5.3
42,blood,CBM_KE,7,OK,0.8133333333333334,0.7212475633528266,0.7447033898305084,0.7251461988304093,0.7337728194726166,0.4694423843721605,v25,7.4
42,blood,CBM_KE,8,OK,0.7432432432432432,0.7863777089783281,0.5563725490196079,0.5237358101135191,0.5109565217391304,0.07315868011779487,v25,6.4
42,blood,CBM,3,OK,0.68,0.702729044834308,0.6333333333333333,0.6754385964912281,0.6323529411764706,0.305887645160749,v25,9.3
