Seed,Dataset,Algorithm,CV index,Status,Accuracy,AUC_ROC,Precision,Recall,F1_macro,MCC,Train time [s],wall_s,Train size,Test size,Number of classes,n_trials,num_concepts,rule_budget,concept_dropout_p,lambda_concept,kd_alpha_hard,kd_temperature
42,car,CBM,0,OK,0.9942196531791907,0.9999124292713166,0.9979508196721312,0.9935897435897436,0.9957244401688846,0.9873704017981242,498.6007218360901,498.6,1555,173,4,40,5,20,0.0,0.5342790952224573,,
42,car,CBM,1,OK,0.9884393063583815,0.9970942899035868,0.9623397435897436,0.9915236278872643,0.9758857325247366,0.9750236506570226,468.15042304992676,468.2,1555,173,4,40,5,20,0.0,0.5342790952224573,,
42,car,CBM,2,OK,1.0,1.0,1.0,1.0,1.0,1.0,463.04621171951294,463.1,1555,173,4,40,6,20,0.0,1.5559991026497118,,
42,car,CBM,3,OK,0.9942196531791907,1.0,0.99375,0.9979338842975207,0.9957980986396344,0.9875198273466141,470.44513845443726,470.5,1555,173,4,40,5,20,0.0,0.5342790952224573,,
42,car,CBM,4,OK,1.0,1.0,1.0,1.0,1.0,1.0,521.18958735466,521.2,1555,173,4,40,5,20,0.0,0.5342790952224573,,
42,car,CBM,5,OK,0.9942196531791907,1.0,0.96875,0.993421052631579,0.98,0.9875168595946126,468.16710138320923,468.2,1555,173,4,40,5,20,0.0,0.5342790952224573,,
42,car,CBM,6,OK,0.9942196531791907,1.0,0.96875,0.9979338842975207,0.9822959889349931,0.9876221214194032,500.38029384613037,500.4,1555,173,4,40,5,20,0.0,0.5342790952224573,,
42,car,CBM,7,OK,1.0,1.0,1.0,1.0,1.0,1.0,453.2793824672699,453.3,1555,173,4,40,5,20,0.0,0.5342790952224573,,
42,car,CBM,8,OK,0.9883720930232558,0.9977930626783184,0.9875,0.9958677685950413,0.9915064102564103,0.9750252248526106,489.178049325943,489.2,1556,172,4,40,5,20,0.0,0.5342790952224573,,
42,car,CBM,9,OK,1.0,1.0,1.0,1.0,1.0,1.0,514.7042109966278,514.7,1556,172,4,40,5,20,0.0,0.5342790952224573,,
42,credit-g,CBM_KE,0,OK,0.76,0.7447619047619047,0.7408637873754154,0.638095238095238,0.6503496503496503,0.3647582326206156,237.0868067741394,237.1,900,100,2,40,8,14,0.0,4.284529890854485,0.268483912455701,2.8966953163493008
42,credit-g,CBM_KE,1,OK,0.75,0.7495238095238095,0.7,0.6785714285714286,0.6865203761755485,0.37796447300922725,258.9156060218811,258.9,900,100,2,40,8,18,0.0,4.001561135885537,0.7570548686052707,3.8078675090308134
42,credit-g,CBM_KE,3,OK,0.73,0.7023809523809523,0.6733333333333333,0.6547619047619048,0.6614420062695925,0.32756920994133026,276.3497824668884,276.4,900,100,2,40,5,18,0.0,0.6045925657318592,0.8058549881257862,4.877881733101475
42,credit-g,CBM_KE,6,OK,0.74,0.8495238095238096,0.687110187110187,0.6714285714285715,0.6775793650793651,0.3581956564562562,258.9718132019043,259.0,900,100,2,40,12,12,0.0,0.7133753808306716,0.6342166859474252,4.0205490226944764
42,credit-g,CBM_KE,7,OK,0.77,0.7219047619047619,0.7371669915529564,0.6738095238095239,0.6891471820516286,0.40606345250542664,237.04879903793335,237.1,900,100,2,40,11,7,0.0,3.861468087838124,0.2597432254956376,3.491561903276001
42,credit-g,CBM_KE,8,OK,0.8,0.758095238095238,0.78125,0.7142857142857143,0.7333333333333334,0.49099025303098287,292.39346408843994,292.4,900,100,2,40,7,3,0.0,3.6518942782530712,0.7694138915271347,3.3216419003274753
42,credit-g,CBM_KE,9,OK,0.68,0.7080952380952381,0.6041666666666666,0.5904761904761905,0.5941146626078133,0.19416079083690585,227.08529949188232,227.1,900,100,2,40,6,6,0.0,3.8677882160954313,0.2811083416675908,2.4338629141770904
42,credit-g,CBM,0,OK,0.71,0.7780952380952381,0.6694551694551694,0.6880952380952381,0.6745595331612613,0.35706419840213055,249.09921431541443,249.1,900,100,2,40,11,7,0.0,1.8294811985377881,,
42,credit-g,CBM,2,OK,0.75,0.7076190476190476,0.7033660589060309,0.7071428571428571,0.7051539096591579,0.41049154187475195,296.4144446849823,296.4,900,100,2,40,7,7,0.0,3.3179770147527696,,
42,credit-g,CBM,3,OK,0.69,0.7223809523809523,0.6157538114059853,0.5976190476190476,0.6021049929405724,0.21260081681618384,274.21162843704224,274.2,900,100,2,40,12,12,0.0,0.7133753808306716,,
42,credit-g,CBM,4,OK,0.73,0.7861904761904761,0.6799906498363721,0.6833333333333333,0.6815662224318906,0.3633086060270793,222.27881050109863,222.3,900,100,2,40,8,3,0.0,1.912484948378033,,
42,credit-g,CBM,5,OK,0.6,0.6580952380952381,0.5697865353037767,0.5809523809523809,0.5659722222222222,0.15032479757189912,262.32843232154846,262.3,900,100,2,40,11,7,0.0,1.8294811985377881,,
42,credit-g,CBM,6,OK,0.79,0.7971428571428572,0.7511415525114156,0.7357142857142858,0.7423629002576371,0.4866113507241897,285.6280198097229,285.6,900,100,2,40,11,10,0.0,0.24459509221343972,,
42,credit-g,CBM,7,OK,0.76,0.7104761904761905,0.71875,0.6666666666666667,0.6799999999999999,0.3818813079129867,247.41723322868347,247.4,900,100,2,40,5,14,0.0,2.9056742289004776,,
42,credit-g,CBM,8,OK,0.79,0.8314285714285715,0.7569169960474309,0.7166666666666667,0.7304582210242587,0.471870105616408,272.57339787483215,272.6,900,100,2,40,10,6,0.0,1.7369775242524383,,
42,diabetes,CBM_KE,0,OK,0.7532467532467533,0.7933333333333334,0.7295918367346939,0.7333333333333334,0.7313131313131314,0.4629100498862757,188.54015469551086,188.6,691,77,2,40,8,7,0.0,3.861468087838124,0.2597432254956376,3.491561903276001
42,diabetes,CBM_KE,1,OK,0.8051948051948052,0.8007407407407408,0.7869532428355958,0.7818518518518518,0.7842331402951616,0.5687822180346598,169.65948057174683,169.7,691,77,2,40,6,4,0.0,1.557838157408185,0.5081067456177208,3.7369321060486276
42,diabetes,CBM_KE,2,OK,0.7532467532467533,0.8296296296296297,0.7347222222222223,0.7503703703703704,0.7389830508474576,0.4848401374141137,173.9829032421112,174.0,691,77,2,40,2,3,0.0,4.028176780650616,0.5775395693409555,4.570235993959911
42,diabetes,CBM_KE,3,OK,0.6623376623376623,0.6081481481481481,0.6292592592592592,0.6292592592592592,0.6292592592592592,0.25851851851851854,211.73764753341675,211.7,691,77,2,40,4,11,0.0,4.2321327892988,0.39729834234137995,4.257873930355743
42,diabetes,CBM_KE,4,OK,0.7532467532467533,0.8466666666666667,0.7318181818181818,0.7077777777777778,0.7156462585034014,0.43893811257017395,167.25364661216736,167.3,691,77,2,40,6,4,0.0,1.557838157408185,0.5081067456177208,3.7369321060486276
42,diabetes,CBM_KE,5,OK,0.7402597402597403,0.7622222222222222,0.7172619047619048,0.6892592592592592,0.6973270440251573,0.40555555555555556,216.72609066963196,216.7,691,77,2,40,5,16,0.0,2.470945507973763,0.53924846922678,2.676005215610997
42,diabetes,CBM_KE,6,OK,0.6753246753246753,0.7222222222222222,0.649645390070922,0.6562962962962963,0.6518357750045216,0.3058693853650585,174.3502299785614,174.4,691,77,2,40,5,18,0.0,3.3544108056790845,0.2286080313865352,1.769156075234683
42,diabetes,CBM_KE,7,OK,0.7662337662337663,0.874074074074074,0.75,0.768888888888889,0.7542553191489361,0.5185449728701349,162.05473375320435,162.1,691,77,2,40,6,4,0.0,1.557838157408185,0.5081067456177208,3.7369321060486276
42,diabetes,CBM_KE,8,OK,0.75,0.84,0.7252384446074835,0.7361538461538462,0.7293345829428304,0.4612631569755697,179.67462587356567,179.7,692,76,2,40,2,3,0.0,4.028176780650616,0.5775395693409555,4.570235993959911
42,diabetes,CBM_KE,9,OK,0.7236842105263158,0.8200000000000001,0.7125435540069687,0.7346153846153847,0.712484237074401,0.44661387202309655,185.0853090286255,185.1,692,76,2,40,2,3,0.0,0.41529299544022436,0.5661684909191042,4.877210142476396
42,diabetes,CBM,0,OK,0.6883116883116883,0.737037037037037,0.6577777777777778,0.6577777777777778,0.6577777777777778,0.31555555555555553,168.16217184066772,168.2,691,77,2,40,4,3,0.0,4.700519760742736,,
42,diabetes,CBM,1,OK,0.8051948051948052,0.8437037037037036,0.7857142857142857,0.7903703703703704,0.7878787878787878,0.5760658398584765,173.99991965293884,174.0,691,77,2,40,6,3,0.0,1.912484948378033,,
42,diabetes,CBM,2,OK,0.7792207792207793,0.8214814814814815,0.7706639566395663,0.7959259259259259,0.7716727716727716,0.5660264374862303,181.32497763633728,181.3,691,77,2,40,6,3,0.0,1.912484948378033,,
42,diabetes,CBM,4,OK,0.7402597402597403,0.8074074074074075,0.7142307692307692,0.7062962962962962,0.7096530920060332,0.4204522053456932,189.07651615142822,189.1,691,77,2,40,7,7,0.0,1.8294811985377881,,
42,diabetes,CBM,5,OK,0.7012987012987013,0.7962962962962963,0.68125,0.6933333333333334,0.6840321141837645,0.37438839013338365,207.72000694274902,207.7,691,77,2,40,7,7,0.0,1.8294811985377881,,
42,diabetes,CBM,6,OK,0.6363636363636364,0.705925925925926,0.6238095238095238,0.6348148148148148,0.6220196353436185,0.2583900773999757,194.33001279830933,194.3,691,77,2,40,8,16,0.0,2.2801934697849626,,
42,diabetes,CBM,7,OK,0.7922077922077922,0.8696296296296295,0.7718518518518518,0.7718518518518518,0.7718518518518518,0.5437037037037037,204.80813002586365,204.8,691,77,2,40,4,3,0.0,4.700519760742736,,
42,diabetes,CBM,8,OK,0.7105263157894737,0.8246153846153846,0.7027777777777777,0.7246153846153847,0.700358422939068,0.4268349027294209,202.54380345344543,202.6,692,76,2,40,4,3,0.0,4.700519760742736,,
42,diabetes,CBM,9,OK,0.75,0.7953846153846154,0.7252384446074835,0.7361538461538462,0.7293345829428304,0.4612631569755697,216.21417832374573,216.2,692,76,2,40,4,3,0.0,4.700519760742736,,
42,kr-vs-kp,CBM_KE,0,OK,1.0,1.0,1.0,1.0,1.0,1.0,868.6997318267822,868.7,2876,320,2,40,12,12,0.0,0.7133753808306716,0.6342166859474252,4.0205490226944764
42,kr-vs-kp,CBM_KE,1,OK,0.99375,0.9983562287190325,0.9940828402366864,0.9934640522875817,0.993734335839599,0.9875466986607835,652.8388528823853,652.9,2876,320,2,40,2,3,0.0,4.028176780650616,0.5775395693409555,4.570235993959911
42,kr-vs-kp,CBM_KE,2,OK,0.990625,0.9997651755312903,0.9904944453137224,0.9907440021916951,0.9906095020101535,0.9812384157707068,631.3229930400848,631.3,2876,320,2,40,8,4,0.0,1.557838157408185,0.5081067456177208,3.7369321060486276
42,kr-vs-kp,CBM_KE,5,OK,0.98125,0.995420922860162,0.9810361681329424,0.9814880043833901,0.981223595681427,0.9625240664639265,718.81383228302,718.8,2876,320,2,40,2,3,0.0,4.028176780650616,0.5775395693409555,4.570235993959911
42,kr-vs-kp,CBM_KE,6,OK,0.9968652037617555,1.0,0.9970238095238095,0.9967105263157895,0.9968572976700655,0.9937342864569987,710.0378286838531,710.1,2877,319,2,40,9,3,0.0,1.6607285058883754,0.7944563873459245,3.5985315961888587
42,kr-vs-kp,CBM_KE,7,OK,0.9937304075235109,0.9934210526315789,0.9940828402366864,0.993421052631579,0.9937125512456638,0.9875036711157809,668.763304233551,668.8,2877,319,2,40,3,5,0.0,0.4880378851570015,0.42773123153428505,1.1809091556421523
42,kr-vs-kp,CBM_KE,8,OK,0.9968652037617555,1.0,0.9970238095238095,0.9967105263157895,0.9968572976700655,0.9937342864569987,718.6659808158875,718.7,2877,319,2,40,2,3,0.0,4.028176780650616,0.5775395693409555,4.570235993959911
42,kr-vs-kp,CBM_KE,9,OK,0.9968652037617555,0.9998818804630285,0.9967532467532467,0.9969879518072289,0.9968607614867591,0.9937411708437707,802.6509356498718,802.7,2877,319,2,40,7,5,0.0,2.534431170577918,0.35196648370753836,2.557117381712093
42,kr-vs-kp,CBM,0,OK,0.99375,1.0,0.9935483870967742,0.9940119760479043,0.9937411985604757,0.9875602543337462,903.9939141273499,904.0,2876,320,2,40,5,3,0.0,4.700519760742736,,
42,kr-vs-kp,CBM,1,OK,0.99375,0.996321083323549,0.993738014167743,0.993738014167743,0.993738014167743,0.9874760283354859,778.838454246521,778.9,2876,320,2,40,11,7,0.0,1.8294811985377881,,
42,kr-vs-kp,CBM,2,OK,0.990625,0.9959688466204845,0.9903846153846154,0.9910179640718563,0.9906139090135805,0.9814023750904909,727.4178352355957,727.4,2876,320,2,40,8,11,0.0,4.686813444246836,,
42,kr-vs-kp,CBM,3,OK,1.0,1.0,1.0,1.0,1.0,1.0,769.6452386379242,769.7,2876,320,2,40,6,18,0.0,1.5559991026497118,,
42,kr-vs-kp,CBM,4,OK,0.996875,1.0,0.9967532467532467,0.9970059880239521,0.9968698340033845,0.9937592026375474,843.3578960895538,843.4,2876,320,2,40,4,12,0.0,1.5075220157444493,,
42,kr-vs-kp,CBM,5,OK,0.984375,0.9966733200266135,0.9841307066916822,0.9847559782395993,0.9843565150226341,0.9688864831715941,821.4840087890625,821.5,2876,320,2,40,2,4,0.0,4.441703075752816,,
42,kr-vs-kp,CBM,6,OK,0.9968652037617555,0.9967105263157895,0.9970238095238095,0.9967105263157895,0.9968572976700655,0.9937342864569987,919.4082977771759,919.4,2877,319,2,40,2,4,0.0,4.441703075752816,,
42,kr-vs-kp,CBM,7,OK,0.9153605015673981,0.9535534194768358,0.9203618655475493,0.9182752915222188,0.9153305480462031,0.8386345613119576,730.5941336154938,730.6,2877,319,2,40,5,3,0.0,4.700519760742736,,
42,kr-vs-kp,CBM,8,OK,0.9968652037617555,0.9999212102111567,0.9970238095238095,0.9967105263157895,0.9968572976700655,0.9937342864569987,857.7786502838135,857.8,2877,319,2,40,6,18,0.0,1.5559991026497118,,
42,kr-vs-kp,CBM,9,OK,0.9937304075235109,0.9992912827781715,0.9937199779510197,0.9937199779510197,0.9937199779510197,0.9874399559020395,887.5815615653992,887.6,2877,319,2,40,2,4,0.0,4.441703075752816,,
42,magic,CBM_KE,0,OK,0.883,0.9298109298109298,0.8784007352941177,0.8614590055268021,0.8687986328144712,0.7396657446982994,2170.995470762253,2171.0,9000,1000,2,40,10,7,0.0,3.861468087838124,0.2597432254956376,3.491561903276001
42,magic,CBM_KE,1,OK,0.876,0.9346573075386635,0.8663614270177371,0.8593365203534695,0.8626276233692569,0.7256639452977809,2734.507026195526,2734.5,9000,1000,2,40,5,18,0.0,1.5559991026497118,0.40386039813862934,2.727780074568463
42,magic,CBM_KE,2,OK,0.878,0.9304737948805745,0.8801720380667749,0.848449729805662,0.8607458543355979,0.7279308866754743,2316.986307144165,2317.0,9000,1000,2,40,3,6,0.0,0.41529299544022436,0.5661684909191042,4.877210142476396
42,magic,CBM_KE,3,OK,0.896,0.949034016830627,0.8992760108148548,0.8701662430475989,0.8818563100090426,0.7688914120013757,2215.5616545677185,2215.6,9000,1000,2,40,3,6,0.0,0.41529299544022436,0.5661684909191042,4.877210142476396
42,magic,CBM_KE,4,OK,0.884,0.9417820095786198,0.8787127694115817,0.8635375923511517,0.8702060143847541,0.7420952186465651,2178.3081228733063,2178.3,9000,1000,2,40,10,5,0.0,1.9926032817420454,0.4638611005974353,2.7565396342808737
42,magic,CBM_KE,5,OK,0.878,0.9341788155347477,0.8786828834737808,0.8497579006053582,0.8611894922721233,0.7278662798041219,2217.488107919693,2217.5,9000,1000,2,40,3,6,0.0,0.41529299544022436,0.5661684909191042,4.877210142476396
42,magic,CBM_KE,7,OK,0.886,0.9394422275778209,0.8905637696838562,0.8565753142024328,0.8696672169606394,0.7463655910908745,2186.9528024196625,2187.0,9000,1000,2,40,10,7,0.0,3.861468087838124,0.2597432254956376,3.491561903276001
42,magic,CBM_KE,9,OK,0.864,0.9228703296703296,0.8593949403197958,0.8367032967032967,0.8459858941198319,0.6957282838124661,2360.8866612911224,2360.9,9000,1000,2,40,5,12,0.0,3.4701418036072065,0.2962646609021953,4.746919954946938
42,magic,CBM,0,OK,0.892,0.9092269939727566,0.8890438641312104,0.8710090913480744,0.8788014813152284,0.7598389580058765,3386.8984978199005,3386.9,9000,1000,2,40,5,18,0.0,1.5559991026497118,,
42,magic,CBM,1,OK,0.865,0.9219443456731592,0.8535204991087344,0.8482456024828906,0.8507494038267853,0.7017462766617958,3576.789335489273,3576.8,9000,1000,2,40,4,12,0.0,1.4676950380583549,,
42,magic,CBM,2,OK,0.856,0.8998327472903744,0.8632193116374685,0.8164566130667825,0.8322898032200359,0.6780653454092502,3074.816665172577,3074.8,9000,1000,2,40,4,13,0.0,2.9056742289004776,,
42,magic,CBM,3,OK,0.875,0.9239197713773986,0.8703179361906876,0.8513711649304869,0.8594101298937928,0.7214403499499474,3543.0256073474884,3543.0,9000,1000,2,40,2,4,0.0,4.441703075752816,,
42,magic,CBM,4,OK,0.866,0.9368434453180216,0.8513860424981123,0.8575191287055695,0.8542438956473312,0.7088786405393332,3296.8736889362335,3296.9,9000,1000,2,40,7,5,0.0,1.1246201347890215,,
42,magic,CBM,5,OK,0.862,0.9056053801816515,0.855023532291662,0.8374312442109052,0.8449047850245455,0.6922312683643406,2731.935270547867,2731.9,9000,1000,2,40,3,6,0.0,2.081395469026367,,
42,magic,CBM,6,OK,0.873,0.9169311542192898,0.8831471695091682,0.83609453948437,0.8524749933497586,0.7177009725252536,2730.7346501350403,2730.7,9000,1000,2,40,3,6,0.0,2.081395469026367,,
42,magic,CBM,7,OK,0.87,0.9230154653883467,0.8570565390054774,0.8579844512047903,0.8575161335578002,0.7150403881319086,2993.8294620513916,2993.8,9000,1000,2,40,4,10,0.0,3.6441521019271748,,
42,magic,CBM,8,OK,0.877,0.9276087912087911,0.880036784760875,0.8460439560439561,0.8590340278104087,0.7252845853618525,3046.1683869361877,3046.2,9000,1000,2,40,4,16,0.0,2.942355844019346,,
42,magic,CBM,9,OK,0.849,0.8943999999999999,0.8476024313920156,0.813956043956044,0.8263727191297019,0.6607023058211298,3016.1343665122986,3016.1,9000,1000,2,40,2,4,0.0,4.441703075752816,,
42,mfeat-factors,CBM_KE,1,OK,0.99,0.9978055555555556,0.9904761904761905,0.9899999999999999,0.9899937460913071,0.9889438317391072,462.08793449401855,462.1,1800,200,10,40,9,16,0.0,4.255754583853187,0.2904115906060465,2.802176541240374
42,mfeat-factors,CBM_KE,3,OK,0.97,0.99725,0.9706892230576442,0.97,0.9699843652282677,0.9667472322930654,393.96478939056396,394.0,1800,200,10,40,7,20,0.0,3.4701418036072065,0.2962646609021953,4.746919954946938
42,mfeat-factors,CBM_KE,4,OK,0.98,0.9968611111111111,0.9804761904761904,0.9799999999999999,0.9799937460913071,0.9778321032926003,394.5894467830658,394.6,1800,200,10,40,12,13,0.0,1.9926032817420454,0.4638611005974353,2.7565396342808737
42,mfeat-factors,CBM_KE,5,OK,0.91,0.9966111111111111,0.9375625823451911,0.9099999999999999,0.9022386976709049,0.9044832785199561,487.19265842437744,487.2,1800,200,10,40,12,14,0.0,3.3770709596590986,0.7097514440283017,1.9505501759695987
42,mfeat-factors,CBM_KE,7,OK,0.965,0.9998333333333334,0.9668181818181818,0.9649999999999999,0.9650848274532484,0.9612980483522898,428.5017147064209,428.5,1800,200,10,40,9,26,0.0,4.001561135885537,0.7570548686052707,3.8078675090308134
42,mfeat-factors,CBM_KE,8,OK,0.97,0.990861111111111,0.9709523809523809,0.97,0.9697175866495507,0.966827818066747,421.63685512542725,421.7,1800,200,10,40,7,20,0.0,3.4701418036072065,0.2962646609021953,4.746919954946938
42,mfeat-factors,CBM_KE,9,OK,0.985,0.9999444444444444,0.985909090909091,0.985,0.98510989010989,0.9834152880222562,399.43336629867554,399.4,1800,200,10,40,5,18,0.0,0.4880378851570015,0.42773123153428505,1.1809091556421523
42,mfeat-factors,CBM,0,OK,0.985,0.9986666666666666,0.9857142857142858,0.985,0.9849906191369605,0.9834152880222562,509.1018183231354,509.1,1800,200,10,40,11,15,0.0,1.8294811985377881,,
42,mfeat-factors,CBM,1,OK,0.98,1.0,0.9813852813852814,0.9799999999999999,0.9801036362011972,0.9779136085456454,540.7913026809692,540.8,1800,200,10,40,6,10,0.0,1.8705265069603036,,
42,mfeat-factors,CBM,3,OK,0.97,0.9987916666666667,0.972846790890269,0.97,0.9705417056100698,0.9668815531129505,501.92514753341675,501.9,1800,200,10,40,11,15,0.0,1.8294811985377881,,
42,mfeat-factors,CBM,4,OK,0.975,0.9960000000000001,0.9763852813852815,0.975,0.9751036362011971,0.9723572812243633,583.5459017753601,583.6,1800,200,10,40,6,10,0.0,1.8705265069603036,,
42,mfeat-factors,CBM,5,OK,0.95,0.9958888888888888,0.9526555023923444,0.95,0.9506776556776557,0.9446018912146379,545.890851020813,545.9,1800,200,10,40,4,15,0.0,4.441703075752816,,
42,mfeat-factors,CBM,6,OK,0.955,0.9992222222222221,0.9578405499915796,0.9549999999999998,0.9550396006159207,0.9503168250880143,543.6226506233215,543.6,1800,200,10,40,6,22,0.0,2.9056742289004776,,
42,mfeat-factors,CBM,7,OK,0.96,0.9986666666666666,0.9622476646160856,0.96,0.9601915906087921,0.9557679720426867,531.218475818634,531.2,1800,200,10,40,11,24,0.0,2.511380104167308,,
42,mfeat-factors,CBM,8,OK,0.97,0.9948611111111113,0.9711904761904762,0.97,0.9698395378690627,0.966827818066747,540.6782531738281,540.7,1800,200,10,40,9,13,0.0,1.1246201347890215,,
42,optdigits,CBM_KE,2,OK,0.9857651245551602,0.9988565461372616,0.9860201167735235,0.9859022556390977,0.9857419779527421,0.9842318577459207,1279.664027929306,1279.7,5058,562,10,40,5,15,0.0,1.1847944064015754,0.6488033430197081,3.8801461461842974
42,optdigits,CBM_KE,3,OK,0.9911032028469751,0.9990527512210262,0.9911654135338346,0.9910702893597632,0.9910701390843835,0.9901249595674491,1390.5223128795624,1390.5,5058,562,10,40,9,16,0.0,4.255754583853187,0.2904115906060465,2.802176541240374
42,optdigits,CBM_KE,5,OK,0.9839857651245552,0.998390439124478,0.9847179207323519,0.9838613579403054,0.9840136085746163,0.982271279283193,1278.9444255828857,1279.0,5058,562,10,40,7,11,0.0,3.6434806104076847,0.7459128821003367,4.548345697060469
42,optdigits,CBM_KE,6,OK,0.9804270462633452,0.9990589494783887,0.9806951548149371,0.9804801777170196,0.9804312746441297,0.9782864144863409,1404.4555690288544,1404.5,5058,562,10,40,7,26,0.0,0.6045925657318592,0.8058549881257862,4.877881733101475
42,optdigits,CBM_KE,8,OK,0.9893238434163701,0.9998429529533535,0.9895946763460375,0.9893483709273182,0.9893137361219558,0.9881722591295474,1248.5845875740051,1248.6,5058,562,10,40,7,11,0.0,3.6434806104076847,0.7459128821003367,4.548345697060469
42,optdigits,CBM_KE,9,OK,0.9786476868327402,0.9992553581935505,0.9791194086912196,0.9786654135338345,0.9786745884669468,0.9763229104401537,1201.3472192287445,1201.4,5058,562,10,40,12,20,0.0,0.7133753808306716,0.6342166859474252,4.0205490226944764
42,optdigits,CBM,0,OK,0.994661921708185,0.998436617730096,0.9948265608498159,0.9946428571428572,0.9946716954566128,0.9940825282792674,1572.4866909980774,1572.5,5058,562,10,40,12,18,0.0,0.24459509221343972,,
42,optdigits,CBM,1,OK,0.9839857651245552,0.998276780822039,0.984293814273743,0.9841445698886716,0.9841879170705825,0.9822123402862505,1535.391098499298,1535.4,5058,562,10,40,12,18,0.0,0.24459509221343972,,
42,optdigits,CBM,2,OK,0.9804270462633452,0.9996924972943393,0.9811774651415213,0.9806077694235589,0.9804578950867804,0.9783487517599136,1289.6468784809113,1289.7,5058,562,10,40,11,14,0.0,1.7369775242524383,,
42,optdigits,CBM,3,OK,0.9768683274021353,0.9981408020865474,0.9769221734026459,0.9767811574390521,0.9767118343817728,0.9743283945180529,1388.9340398311615,1388.9,5058,562,10,40,9,19,0.0,4.686813444246836,,
42,optdigits,CBM,4,OK,0.9822064056939501,0.9987395845785894,0.9827545192613328,0.982299498746867,0.982281582270242,0.9802845448714383,1365.9279947280884,1365.9,5058,562,10,40,11,23,0.0,2.3547101897556777,,
42,optdigits,CBM,5,OK,0.9893238434163701,0.9985983144638146,0.9897725892807859,0.9892521075415812,0.9893693165577279,0.9881719685501724,1585.2201125621796,1585.2,5058,562,10,40,12,18,0.0,0.24459509221343972,,
42,optdigits,CBM,6,OK,0.9786476868327402,0.9975284361413717,0.9790284958051577,0.9786944634313054,0.9787078119859454,0.9763091706373097,1480.7257180213928,1480.7,5058,562,10,40,6,11,0.0,1.1782790545826114,,
42,optdigits,CBM,8,OK,0.994661921708185,0.9998427878093464,0.9948557835266131,0.9946741854636592,0.9947041487627389,0.9940826946737743,1552.511911869049,1552.5,5058,562,10,40,8,25,0.0,0.9926961143005427,,
42,optdigits,CBM,9,OK,0.9857651245551602,0.9989864325187015,0.9861956615677123,0.9857456140350876,0.9858022098766008,0.9842211929951817,1569.011962890625,1569.0,5058,562,10,40,12,18,0.0,0.24459509221343972,,
42,page-blocks,CBM_KE,0,OK,0.968978102189781,0.9948532387437613,0.9004796455500681,0.8767276422764227,0.8832288506909336,0.8307622528134369,1328.4227993488312,1328.4,4925,548,5,40,5,21,0.0,1.5559991026497118,0.40386039813862934,2.727780074568463
42,page-blocks,CBM_KE,1,OK,0.9744525547445255,0.9970363282067332,0.8469163763066202,0.8531115637021951,0.8296810552580023,0.8666200655197489,1223.4121387004852,1223.4,4925,548,5,40,5,15,0.0,3.4701418036072065,0.2962646609021953,4.746919954946938
42,page-blocks,CBM_KE,3,OK,0.979890310786106,0.9983058630835432,0.8210469154859694,0.9543171017712769,0.8755173349219689,0.9006003989080685,979.1837685108185,979.2,4926,547,5,40,5,15,0.0,3.4701418036072065,0.2962646609021953,4.746919954946938
42,page-blocks,CBM_KE,5,OK,0.9634369287020109,0.9907368465308277,0.8064306110480827,0.8779402991215619,0.8377642323555508,0.8177560670227089,1302.9597306251526,1303.0,4926,547,5,40,5,21,0.0,1.5559991026497118,0.40386039813862934,2.727780074568463
42,page-blocks,CBM_KE,6,OK,0.9579524680073126,0.9929622656631777,0.9217808219178082,0.8177744862062581,0.8370665936297831,0.7573294613319757,1080.5879855155945,1080.6,4926,547,5,40,8,8,0.0,0.7780137305987379,0.38077107180927083,2.9684651723181528
42,page-blocks,CBM_KE,7,OK,0.9725776965265083,0.9951909754931669,0.8258632785763176,0.9276471435330904,0.8531626553405693,0.8612411251428772,1189.978526353836,1190.0,4926,547,5,40,5,15,0.0,3.4701418036072065,0.2962646609021953,4.746919954946938
42,page-blocks,CBM_KE,8,OK,0.9780621572212066,0.9956163156922673,0.9032879818594104,0.8354397634885441,0.8518849087496505,0.8845379188930601,1130.193279504776,1130.2,4926,547,5,40,10,8,0.0,1.9926032817420454,0.4638611005974353,2.7565396342808737
42,pendigits,CBM_KE,3,OK,0.998,0.9995074407212463,0.998104222821204,0.99796697626419,0.9980258860846505,0.9977795461612923,2274.8935465812683,2274.9,9000,1000,10,40,12,20,0.0,0.7133753808306716,0.6342166859474252,4.0205490226944764
42,pendigits,CBM_KE,5,OK,0.994,0.9998376509855695,0.9939173804356253,0.9938404148754122,0.9938693752754932,0.9933343483816603,2206.079337120056,2206.1,9000,1000,10,40,5,18,0.0,0.4880378851570015,0.42773123153428505,1.1809091556421523
42,pendigits,CBM_KE,6,OK,0.991,0.9998347706847184,0.99097575101736,0.9911057692307693,0.9910074307952861,0.9900060677660508,2247.138315677643,2247.2,9000,1000,10,40,12,15,0.0,3.861468087838124,0.2597432254956376,3.491561903276001
42,pendigits,CBM_KE,8,OK,0.993,0.9989185022469697,0.993071185344937,0.9930380036630038,0.993011923804545,0.9922296433991402,2250.4873735904694,2250.5,9000,1000,10,40,12,20,0.0,0.7133753808306716,0.6342166859474252,4.0205490226944764
